시도,시군구,연도,월,사고건수
광주,남구,2018년,12월,72.0
광주,남구,2019년,01월,48.0
광주,남구,2019년,02월,53.0
광주,남구,2019년,03월,74.0
광주,남구,2019년,04월,96.0
광주,남구,2019년,05월,94.0
광주,남구,2019년,06월,74.0
광주,남구,2019년,07월,66.0
광주,남구,2019년,08월,72.0
광주,남구,2019년,09월,81.0
광주,남구,2019년,10월,75.0
광주,남구,2019년,11월,89.0
광주,남구,2019년,12월,78.0
광주,남구,2020년,01월,71.0
광주,남구,2020년,02월,65.0
광주,남구,2020년,03월,67.0
광주,남구,2020년,04월,66.0
광주,남구,2020년,05월,80.0
광주,남구,2020년,06월,84.0
광주,남구,2020년,07월,71.0
광주,남구,2020년,08월,71.0
광주,남구,2020년,09월,67.0
광주,남구,2020년,10월,81.0
광주,남구,2020년,11월,65.0
광주,남구,2020년,12월,75.0
대전,동구,2018년,01월,76.0
대전,동구,2018년,02월,67.0
대전,동구,2018년,03월,103.0
대전,동구,2018년,04월,105.0
대전,동구,2018년,05월,114.0
대전,동구,2018년,06월,113.0
대전,동구,2018년,07월,102.0
대전,동구,2018년,08월,118.0
대전,동구,2018년,09월,112.0
대전,동구,2018년,10월,127.0
대전,동구,2018년,11월,104.0
대전,동구,2018년,12월,117.0
대전,동구,2019년,01월,111.0
대전,동구,2019년,02월,92.0
대전,동구,2019년,03월,110.0
대전,동구,2019년,04월,116.0
대전,동구,2019년,05월,150.0
대전,동구,2019년,06월,113.0
대전,동구,2019년,07월,126.0
대전,동구,2019년,08월,112.0
대전,동구,2019년,09월,105.0
대전,동구,2019년,10월,151.0
대전,동구,2019년,11월,126.0
대전,동구,2019년,12월,118.0
대전,동구,2020년,01월,93.0
대전,동구,2020년,02월,90.0
대전,동구,2020년,03월,95.0
대전,동구,2020년,04월,86.0
대전,동구,2020년,05월,96.0
대전,동구,2020년,06월,110.0
대전,동구,2020년,07월,78.0
대전,동구,2020년,08월,104.0
대전,동구,2020년,09월,98.0
대전,동구,2020년,10월,85.0
대전,동구,2020년,11월,97.0
대전,동구,2020년,12월,70.0
대전,중구,2018년,01월,89.0
대전,중구,2018년,02월,80.0
대전,중구,2018년,03월,93.0
대전,중구,2018년,04월,95.0
대전,중구,2018년,05월,85.0
대전,중구,2018년,06월,89.0
대전,중구,2018년,07월,86.0
대전,중구,2018년,08월,107.0
대전,중구,2018년,09월,103.0
대전,중구,2018년,10월,103.0
대전,중구,2018년,11월,110.0
대전,중구,2018년,12월,88.0
대전,중구,2019년,01월,92.0
대전,중구,2019년,02월,100.0
대전,중구,2019년,03월,106.0
대전,중구,2019년,04월,101.0
대전,중구,2019년,05월,135.0
대전,중구,2019년,06월,115.0
대전,중구,2019년,07월,117.0
대전,중구,2019년,08월,120.0
대전,중구,2019년,09월,108.0
대전,중구,2019년,10월,140.0
대전,중구,2019년,11월,114.0
대전,중구,2019년,12월,100.0
대전,중구,2020년,01월,97.0
대전,중구,2020년,02월,111.0
대전,중구,2020년,03월,84.0
대전,중구,2020년,04월,107.0
대전,중구,2020년,05월,116.0
대전,중구,2020년,06월,118.0
대전,중구,2020년,07월,104.0
대전,중구,2020년,08월,87.0
대전,중구,2020년,09월,103.0
대전,중구,2020년,10월,99.0
대전,중구,2020년,11월,98.0
대전,중구,2020년,12월,101.0
대전,서구,2018년,01월,185.0
대전,서구,2018년,02월,193.0
대전,서구,2018년,03월,172.0
대전,서구,2018년,04월,187.0
대전,서구,2018년,05월,191.0
대전,서구,2018년,06월,181.0
대전,서구,2018년,07월,201.0
대전,서구,2018년,08월,198.0
대전,서구,2018년,09월,178.0
대전,서구,2018년,10월,202.0
대전,서구,2018년,11월,225.0
대전,서구,2018년,12월,197.0
대전,서구,2019년,01월,183.0
대전,서구,2019년,02월,213.0
대전,서구,2019년,03월,214.0
대전,서구,2019년,04월,228.0
대전,서구,2019년,05월,252.0
대전,서구,2019년,06월,250.0
대전,서구,2019년,07월,231.0
대전,서구,2019년,08월,233.0
대전,서구,2019년,09월,209.0
대전,서구,2019년,10월,212.0
대전,서구,2019년,11월,243.0
대전,서구,2019년,12월,209.0
대전,서구,2020년,01월,161.0
대전,서구,2020년,02월,201.0
대전,서구,2020년,03월,156.0
대전,서구,2020년,04월,187.0
대전,서구,2020년,05월,195.0
대전,서구,2020년,06월,214.0
대전,서구,2020년,07월,237.0
대전,서구,2020년,08월,181.0
대전,서구,2020년,09월,202.0
대전,서구,2020년,10월,216.0
대전,서구,2020년,11월,209.0
대전,서구,2020년,12월,174.0
대전,유성구,2018년,01월,126.0
대전,유성구,2018년,02월,150.0
대전,유성구,2018년,03월,156.0
대전,유성구,2018년,04월,165.0
대전,유성구,2018년,05월,166.0
대전,유성구,2018년,06월,169.0
대전,유성구,2018년,07월,159.0
대전,유성구,2018년,08월,168.0
대전,유성구,2018년,09월,155.0
대전,유성구,2018년,10월,183.0
대전,유성구,2018년,11월,178.0
대전,유성구,2018년,12월,186.0
대전,유성구,2019년,01월,152.0
대전,유성구,2019년,02월,118.0
대전,유성구,2019년,03월,177.0
대전,유성구,2019년,04월,168.0
대전,유성구,2019년,05월,169.0
대전,유성구,2019년,06월,155.0
대전,유성구,2019년,07월,156.0
대전,유성구,2019년,08월,193.0
대전,유성구,2019년,09월,173.0
대전,유성구,2019년,10월,202.0
대전,유성구,2019년,11월,175.0
대전,유성구,2019년,12월,189.0
대전,유성구,2020년,01월,153.0
대전,유성구,2020년,02월,123.0
대전,유성구,2020년,03월,141.0
대전,유성구,2020년,04월,161.0
대전,유성구,2020년,05월,158.0
대전,유성구,2020년,06월,147.0
대전,유성구,2020년,07월,149.0
대전,유성구,2020년,08월,128.0
대전,유성구,2020년,09월,159.0
대전,유성구,2020년,10월,151.0
대전,유성구,2020년,11월,187.0
대전,유성구,2020년,12월,146.0
대전,대덕구,2018년,01월,71.0
대전,대덕구,2018년,02월,77.0
대전,대덕구,2018년,03월,75.0
대전,대덕구,2018년,04월,70.0
대전,대덕구,2018년,05월,74.0
대전,대덕구,2018년,06월,93.0
대전,대덕구,2018년,07월,69.0
대전,대덕구,2018년,08월,82.0
대전,대덕구,2018년,09월,75.0
대전,대덕구,2018년,10월,69.0
대전,대덕구,2018년,11월,92.0
대전,대덕구,2018년,12월,50.0
대전,대덕구,2019년,01월,66.0
대전,대덕구,2019년,02월,67.0
대전,대덕구,2019년,03월,63.0
대전,대덕구,2019년,04월,84.0
대전,대덕구,2019년,05월,110.0
대전,대덕구,2019년,06월,51.0
대전,대덕구,2019년,07월,76.0
대전,대덕구,2019년,08월,73.0
대전,대덕구,2019년,09월,63.0
대전,대덕구,2019년,10월,72.0
대전,대덕구,2019년,11월,60.0
대전,대덕구,2019년,12월,70.0
대전,대덕구,2020년,01월,62.0
대전,대덕구,2020년,02월,75.0
대전,대덕구,2020년,03월,59.0
대전,대덕구,2020년,04월,52.0
대전,대덕구,2020년,05월,73.0
대전,대덕구,2020년,06월,55.0
대전,대덕구,2020년,07월,68.0
대전,대덕구,2020년,08월,64.0
대전,대덕구,2020년,09월,62.0
대전,대덕구,2020년,10월,63.0
대전,대덕구,2020년,11월,59.0
대전,대덕구,2020년,12월,60.0
울산,중구,2018년,01월,74.0
울산,중구,2018년,02월,51.0
울산,중구,2018년,03월,70.0
울산,중구,2018년,04월,74.0
울산,중구,2018년,05월,66.0
울산,중구,2018년,06월,75.0
울산,중구,2018년,07월,59.0
울산,중구,2018년,08월,58.0
울산,중구,2018년,09월,61.0
울산,중구,2018년,10월,66.0
울산,중구,2018년,11월,69.0
울산,중구,2018년,12월,46.0
울산,중구,2019년,01월,38.0
울산,중구,2019년,02월,51.0
울산,중구,2019년,03월,44.0
울산,중구,2019년,04월,56.0
울산,중구,2019년,05월,67.0
울산,중구,2019년,06월,71.0
울산,중구,2019년,07월,70.0
울산,중구,2019년,08월,66.0
울산,중구,2019년,09월,71.0
울산,중구,2019년,10월,71.0
울산,중구,2019년,11월,72.0
울산,중구,2019년,12월,60.0
울산,중구,2020년,01월,46.0
울산,중구,2020년,02월,52.0
울산,중구,2020년,03월,48.0
울산,중구,2020년,04월,48.0
울산,중구,2020년,05월,48.0
울산,중구,2020년,06월,72.0
울산,중구,2020년,07월,40.0
울산,중구,2020년,08월,59.0
울산,중구,2020년,09월,45.0
울산,중구,2020년,10월,53.0
울산,중구,2020년,11월,46.0
울산,중구,2020년,12월,46.0
울산,남구,2018년,01월,123.0
울산,남구,2018년,02월,113.0
울산,남구,2018년,03월,104.0
울산,남구,2018년,04월,100.0
울산,남구,2018년,05월,108.0
울산,남구,2018년,06월,103.0
울산,남구,2018년,07월,93.0
울산,남구,2018년,08월,89.0
울산,남구,2018년,09월,99.0
울산,남구,2018년,10월,126.0
울산,남구,2018년,11월,97.0
울산,남구,2018년,12월,99.0
울산,남구,2019년,01월,87.0
울산,남구,2019년,02월,82.0
울산,남구,2019년,03월,114.0
울산,남구,2019년,04월,117.0
울산,남구,2019년,05월,123.0
울산,남구,2019년,06월,99.0
울산,남구,2019년,07월,133.0
울산,남구,2019년,08월,121.0
울산,남구,2019년,09월,116.0
울산,남구,2019년,10월,133.0
울산,남구,2019년,11월,137.0
울산,남구,2019년,12월,121.0
울산,남구,2020년,01월,112.0
울산,남구,2020년,02월,104.0
울산,남구,2020년,03월,103.0
울산,남구,2020년,04월,86.0
울산,남구,2020년,05월,97.0
울산,남구,2020년,06월,105.0
울산,남구,2020년,07월,118.0
울산,남구,2020년,08월,107.0
울산,남구,2020년,09월,107.0
울산,남구,2020년,10월,125.0
울산,남구,2020년,11월,107.0
울산,남구,2020년,12월,101.0
울산,동구,2018년,01월,45.0
울산,동구,2018년,02월,45.0
울산,동구,2018년,03월,59.0
울산,동구,2018년,04월,43.0
울산,동구,2018년,05월,29.0
울산,동구,2018년,06월,39.0
울산,동구,2018년,07월,31.0
울산,동구,2018년,08월,46.0
울산,동구,2018년,09월,40.0
울산,동구,2018년,10월,43.0
울산,동구,2018년,11월,44.0
울산,동구,2018년,12월,43.0
울산,동구,2019년,01월,45.0
울산,동구,2019년,02월,46.0
울산,동구,2019년,03월,44.0
울산,동구,2019년,04월,45.0
울산,동구,2019년,05월,57.0
울산,동구,2019년,06월,50.0
울산,동구,2019년,07월,50.0
울산,동구,2019년,08월,54.0
울산,동구,2019년,09월,53.0
울산,동구,2019년,10월,59.0
울산,동구,2019년,11월,62.0
울산,동구,2019년,12월,63.0
울산,동구,2020년,01월,50.0
울산,동구,2020년,02월,36.0
울산,동구,2020년,03월,35.0
울산,동구,2020년,04월,48.0
울산,동구,2020년,05월,46.0
울산,동구,2020년,06월,47.0
울산,동구,2020년,07월,39.0
울산,동구,2020년,08월,56.0
울산,동구,2020년,09월,40.0
울산,동구,2020년,10월,40.0
울산,동구,2020년,11월,67.0
울산,동구,2020년,12월,50.0
울산,북구,2018년,01월,45.0
울산,북구,2018년,02월,33.0
울산,북구,2018년,03월,62.0
울산,북구,2018년,04월,47.0
울산,북구,2018년,05월,53.0
울산,북구,2018년,06월,50.0
울산,북구,2018년,07월,45.0
울산,북구,2018년,08월,61.0
울산,북구,2018년,09월,48.0
울산,북구,2018년,10월,76.0
울산,북구,2018년,11월,53.0
울산,북구,2018년,12월,59.0
울산,북구,2019년,01월,52.0
울산,북구,2019년,02월,46.0
울산,북구,2019년,03월,57.0
울산,북구,2019년,04월,72.0
울산,북구,2019년,05월,57.0
울산,북구,2019년,06월,61.0
울산,북구,2019년,07월,48.0
울산,북구,2019년,08월,58.0
울산,북구,2019년,09월,48.0
울산,북구,2019년,10월,70.0
울산,북구,2019년,11월,62.0
울산,북구,2019년,12월,62.0
울산,북구,2020년,01월,61.0
울산,북구,2020년,02월,42.0
울산,북구,2020년,03월,53.0
울산,북구,2020년,04월,66.0
울산,북구,2020년,05월,45.0
울산,북구,2020년,06월,54.0
울산,북구,2020년,07월,54.0
울산,북구,2020년,08월,42.0
울산,북구,2020년,09월,57.0
울산,북구,2020년,10월,53.0
울산,북구,2020년,11월,81.0
울산,북구,2020년,12월,59.0
울산,울주군,2018년,01월,54.0
울산,울주군,2018년,02월,71.0
울산,울주군,2018년,03월,69.0
울산,울주군,2018년,04월,66.0
울산,울주군,2018년,05월,62.0
울산,울주군,2018년,06월,70.0
울산,울주군,2018년,07월,69.0
울산,울주군,2018년,08월,74.0
울산,울주군,2018년,09월,70.0
울산,울주군,2018년,10월,79.0
울산,울주군,2018년,11월,73.0
울산,울주군,2018년,12월,73.0
울산,울주군,2019년,01월,65.0
울산,울주군,2019년,02월,48.0
울산,울주군,2019년,03월,77.0
울산,울주군,2019년,04월,65.0
울산,울주군,2019년,05월,104.0
울산,울주군,2019년,06월,85.0
울산,울주군,2019년,07월,75.0
울산,울주군,2019년,08월,76.0
울산,울주군,2019년,09월,76.0
울산,울주군,2019년,10월,84.0
울산,울주군,2019년,11월,74.0
울산,울주군,2019년,12월,77.0
울산,울주군,2020년,01월,64.0
울산,울주군,2020년,02월,52.0
울산,울주군,2020년,03월,54.0
울산,울주군,2020년,04월,59.0
울산,울주군,2020년,05월,63.0
울산,울주군,2020년,06월,56.0
울산,울주군,2020년,07월,69.0
울산,울주군,2020년,08월,75.0
울산,울주군,2020년,09월,60.0
울산,울주군,2020년,10월,60.0
울산,울주군,2020년,11월,64.0
울산,울주군,2020년,12월,62.0
세종,세종시,2018년,01월,57.0
세종,세종시,2018년,02월,73.0
세종,세종시,2018년,03월,81.0
세종,세종시,2018년,04월,88.0
세종,세종시,2018년,05월,76.0
세종,세종시,2018년,06월,69.0
세종,세종시,2018년,07월,62.0
세종,세종시,2018년,08월,52.0
세종,세종시,2018년,09월,50.0
세종,세종시,2018년,10월,65.0
세종,세종시,2018년,11월,65.0
세종,세종시,2018년,12월,57.0
세종,세종시,2019년,01월,66.0
세종,세종시,2019년,02월,67.0
세종,세종시,2019년,03월,83.0
세종,세종시,2019년,04월,77.0
세종,세종시,2019년,05월,75.0
세종,세종시,2019년,06월,83.0
세종,세종시,2019년,07월,76.0
세종,세종시,2019년,08월,79.0
세종,세종시,2019년,09월,76.0
세종,세종시,2019년,10월,90.0
세종,세종시,2019년,11월,82.0
세종,세종시,2019년,12월,68.0
세종,세종시,2020년,01월,73.0
세종,세종시,2020년,02월,66.0
세종,세종시,2020년,03월,74.0
세종,세종시,2020년,04월,46.0
세종,세종시,2020년,05월,62.0
세종,세종시,2020년,06월,61.0
세종,세종시,2020년,07월,57.0
세종,세종시,2020년,08월,51.0
세종,세종시,2020년,09월,94.0
세종,세종시,2020년,10월,79.0
세종,세종시,2020년,11월,79.0
세종,세종시,2020년,12월,71.0
경기,수원시,2018년,01월,406.0
경기,수원시,2018년,02월,470.0
경기,수원시,2018년,03월,385.0
경기,수원시,2018년,04월,392.0
경기,수원시,2018년,05월,463.0
경기,수원시,2018년,06월,416.0
경기,수원시,2018년,07월,390.0
경기,수원시,2018년,08월,382.0
경기,수원시,2018년,09월,425.0
경기,수원시,2018년,10월,464.0
경기,수원시,2018년,11월,425.0
경기,수원시,2018년,12월,379.0
경기,수원시,2019년,01월,369.0
경기,수원시,2019년,02월,307.0
경기,수원시,2019년,03월,409.0
경기,수원시,2019년,04월,408.0
경기,수원시,2019년,05월,413.0
경기,수원시,2019년,06월,414.0
경기,수원시,2019년,07월,385.0
경기,수원시,2019년,08월,393.0
경기,수원시,2019년,09월,447.0
경기,수원시,2019년,10월,470.0
경기,수원시,2019년,11월,468.0
경기,수원시,2019년,12월,437.0
경기,수원시,2020년,01월,367.0
경기,수원시,2020년,02월,395.0
경기,수원시,2020년,03월,328.0
경기,수원시,2020년,04월,359.0
경기,수원시,2020년,05월,408.0
경기,수원시,2020년,06월,391.0
경기,수원시,2020년,07월,383.0
경기,수원시,2020년,08월,352.0
경기,수원시,2020년,09월,360.0
경기,수원시,2020년,10월,394.0
경기,수원시,2020년,11월,420.0
경기,수원시,2020년,12월,323.0
경기,성남시,2018년,01월,392.0
경기,성남시,2018년,02월,338.0
경기,성남시,2018년,03월,261.0
경기,성남시,2018년,04월,350.0
경기,성남시,2018년,05월,315.0
경기,성남시,2018년,06월,315.0
경기,성남시,2018년,07월,333.0
경기,성남시,2018년,08월,287.0
경기,성남시,2018년,09월,295.0
경기,성남시,2018년,10월,337.0
경기,성남시,2018년,11월,302.0
경기,성남시,2018년,12월,309.0
경기,성남시,2019년,01월,295.0
경기,성남시,2019년,02월,253.0
경기,성남시,2019년,03월,294.0
경기,성남시,2019년,04월,285.0
경기,성남시,2019년,05월,359.0
경기,성남시,2019년,06월,287.0
경기,성남시,2019년,07월,313.0
경기,성남시,2019년,08월,301.0
경기,성남시,2019년,09월,335.0
경기,성남시,2019년,10월,351.0
경기,성남시,2019년,11월,372.0
경기,성남시,2019년,12월,356.0
경기,성남시,2020년,01월,290.0
경기,성남시,2020년,02월,319.0
경기,성남시,2020년,03월,226.0
경기,성남시,2020년,04월,305.0
경기,성남시,2020년,05월,327.0
경기,성남시,2020년,06월,326.0
경기,성남시,2020년,07월,303.0
경기,성남시,2020년,08월,249.0
경기,성남시,2020년,09월,310.0
경기,성남시,2020년,10월,341.0
경기,성남시,2020년,11월,337.0
경기,성남시,2020년,12월,307.0
경기,의정부시,2018년,01월,191.0
경기,의정부시,2018년,02월,146.0
경기,의정부시,2018년,03월,98.0
경기,의정부시,2018년,04월,137.0
경기,의정부시,2018년,05월,138.0
경기,의정부시,2018년,06월,130.0
경기,의정부시,2018년,07월,129.0
경기,의정부시,2018년,08월,103.0
경기,의정부시,2018년,09월,143.0
경기,의정부시,2018년,10월,151.0
경기,의정부시,2018년,11월,161.0
경기,의정부시,2018년,12월,155.0
경기,의정부시,2019년,01월,137.0
경기,의정부시,2019년,02월,126.0
경기,의정부시,2019년,03월,137.0
경기,의정부시,2019년,04월,124.0
경기,의정부시,2019년,05월,144.0
경기,의정부시,2019년,06월,111.0
경기,의정부시,2019년,07월,132.0
경기,의정부시,2019년,08월,129.0
경기,의정부시,2019년,09월,151.0
경기,의정부시,2019년,10월,163.0
경기,의정부시,2019년,11월,185.0
경기,의정부시,2019년,12월,165.0
경기,의정부시,2020년,01월,101.0
경기,의정부시,2020년,02월,142.0
경기,의정부시,2020년,03월,119.0
경기,의정부시,2020년,04월,119.0
경기,의정부시,2020년,05월,151.0
경기,의정부시,2020년,06월,137.0
경기,의정부시,2020년,07월,165.0
경기,의정부시,2020년,08월,141.0
경기,의정부시,2020년,09월,147.0
경기,의정부시,2020년,10월,190.0
경기,의정부시,2020년,11월,161.0
경기,의정부시,2020년,12월,122.0
경기,안양시,2018년,01월,139.0
경기,안양시,2018년,02월,126.0
경기,안양시,2018년,03월,130.0
경기,안양시,2018년,04월,135.0
경기,안양시,2018년,05월,133.0
경기,안양시,2018년,06월,141.0
경기,안양시,2018년,07월,132.0
경기,안양시,2018년,08월,123.0
경기,안양시,2018년,09월,145.0
경기,안양시,2018년,10월,146.0
경기,안양시,2018년,11월,146.0
경기,안양시,2018년,12월,122.0
경기,안양시,2019년,01월,137.0
경기,안양시,2019년,02월,96.0
경기,안양시,2019년,03월,130.0
경기,안양시,2019년,04월,139.0
경기,안양시,2019년,05월,152.0
경기,안양시,2019년,06월,132.0
경기,안양시,2019년,07월,131.0
경기,안양시,2019년,08월,116.0
경기,안양시,2019년,09월,132.0
경기,안양시,2019년,10월,145.0
경기,안양시,2019년,11월,162.0
경기,안양시,2019년,12월,144.0
경기,안양시,2020년,01월,104.0
경기,안양시,2020년,02월,115.0
경기,안양시,2020년,03월,97.0
경기,안양시,2020년,04월,114.0
경기,안양시,2020년,05월,113.0
경기,안양시,2020년,06월,121.0
경기,안양시,2020년,07월,118.0
경기,안양시,2020년,08월,106.0
경기,안양시,2020년,09월,109.0
경기,안양시,2020년,10월,122.0
경기,안양시,2020년,11월,121.0
경기,안양시,2020년,12월,97.0
경기,부천시,2018년,01월,228.0
경기,부천시,2018년,02월,224.0
경기,부천시,2018년,03월,254.0
경기,부천시,2018년,04월,244.0
경기,부천시,2018년,05월,271.0
경기,부천시,2018년,06월,270.0
경기,부천시,2018년,07월,296.0
경기,부천시,2018년,08월,296.0
경기,부천시,2018년,09월,270.0
경기,부천시,2018년,10월,293.0
경기,부천시,2018년,11월,295.0
경기,부천시,2018년,12월,295.0
경기,부천시,2019년,01월,274.0
경기,부천시,2019년,02월,242.0
경기,부천시,2019년,03월,263.0
경기,부천시,2019년,04월,306.0
경기,부천시,2019년,05월,355.0
경기,부천시,2019년,06월,301.0
경기,부천시,2019년,07월,286.0
경기,부천시,2019년,08월,328.0
경기,부천시,2019년,09월,307.0
경기,부천시,2019년,10월,318.0
경기,부천시,2019년,11월,353.0
경기,부천시,2019년,12월,334.0
경기,부천시,2020년,01월,258.0
경기,부천시,2020년,02월,290.0
경기,부천시,2020년,03월,268.0
경기,부천시,2020년,04월,250.0
경기,부천시,2020년,05월,292.0
경기,부천시,2020년,06월,316.0
경기,부천시,2020년,07월,296.0
경기,부천시,2020년,08월,257.0
경기,부천시,2020년,09월,316.0
경기,부천시,2020년,10월,248.0
경기,부천시,2020년,11월,321.0
경기,부천시,2020년,12월,252.0
경기,안산시,2018년,01월,352.0
경기,안산시,2018년,02월,322.0
경기,안산시,2018년,03월,278.0
경기,안산시,2018년,04월,302.0
경기,안산시,2018년,05월,336.0
경기,안산시,2018년,06월,295.0
경기,안산시,2018년,07월,321.0
경기,안산시,2018년,08월,329.0
경기,안산시,2018년,09월,338.0
경기,안산시,2018년,10월,331.0
경기,안산시,2018년,11월,356.0
경기,안산시,2018년,12월,318.0
경기,안산시,2019년,01월,326.0
경기,안산시,2019년,02월,267.0
경기,안산시,2019년,03월,320.0
경기,안산시,2019년,04월,323.0
경기,안산시,2019년,05월,364.0
경기,안산시,2019년,06월,331.0
경기,안산시,2019년,07월,315.0
경기,안산시,2019년,08월,313.0
경기,안산시,2019년,09월,336.0
경기,안산시,2019년,10월,361.0
경기,안산시,2019년,11월,352.0
경기,안산시,2019년,12월,357.0
경기,안산시,2020년,01월,301.0
경기,안산시,2020년,02월,294.0
경기,안산시,2020년,03월,279.0
경기,안산시,2020년,04월,288.0
경기,안산시,2020년,05월,339.0
경기,안산시,2020년,06월,325.0
경기,안산시,2020년,07월,351.0
경기,안산시,2020년,08월,336.0
경기,안산시,2020년,09월,333.0
경기,안산시,2020년,10월,368.0
경기,안산시,2020년,11월,352.0
경기,안산시,2020년,12월,365.0
경기,평택시,2018년,01월,248.0
경기,평택시,2018년,02월,245.0
경기,평택시,2018년,03월,275.0
경기,평택시,2018년,04월,278.0
경기,평택시,2018년,05월,267.0
경기,평택시,2018년,06월,298.0
경기,평택시,2018년,07월,291.0
경기,평택시,2018년,08월,277.0
경기,평택시,2018년,09월,271.0
경기,평택시,2018년,10월,325.0
경기,평택시,2018년,11월,303.0
경기,평택시,2018년,12월,310.0
경기,평택시,2019년,01월,225.0
경기,평택시,2019년,02월,220.0
경기,평택시,2019년,03월,277.0
경기,평택시,2019년,04월,287.0
경기,평택시,2019년,05월,309.0
경기,평택시,2019년,06월,271.0
경기,평택시,2019년,07월,265.0
경기,평택시,2019년,08월,316.0
경기,평택시,2019년,09월,309.0
경기,평택시,2019년,10월,349.0
경기,평택시,2019년,11월,334.0
경기,평택시,2019년,12월,365.0
경기,평택시,2020년,01월,266.0
경기,평택시,2020년,02월,244.0
경기,평택시,2020년,03월,253.0
경기,평택시,2020년,04월,260.0
경기,평택시,2020년,05월,226.0
경기,평택시,2020년,06월,301.0
경기,평택시,2020년,07월,279.0
경기,평택시,2020년,08월,262.0
경기,평택시,2020년,09월,274.0
경기,평택시,2020년,10월,281.0
경기,평택시,2020년,11월,275.0
경기,평택시,2020년,12월,269.0
경기,광명시,2018년,01월,78.0
경기,광명시,2018년,02월,85.0
경기,광명시,2018년,03월,84.0
경기,광명시,2018년,04월,100.0
경기,광명시,2018년,05월,78.0
경기,광명시,2018년,06월,85.0
경기,광명시,2018년,07월,85.0
경기,광명시,2018년,08월,100.0
경기,광명시,2018년,09월,98.0
경기,광명시,2018년,10월,87.0
경기,광명시,2018년,11월,97.0
경기,광명시,2018년,12월,99.0
경기,광명시,2019년,01월,96.0
경기,광명시,2019년,02월,67.0
경기,광명시,2019년,03월,94.0
경기,광명시,2019년,04월,94.0
경기,광명시,2019년,05월,98.0
경기,광명시,2019년,06월,72.0
경기,광명시,2019년,07월,81.0
경기,광명시,2019년,08월,93.0
경기,광명시,2019년,09월,85.0
경기,광명시,2019년,10월,101.0
경기,광명시,2019년,11월,98.0
경기,광명시,2019년,12월,89.0
경기,광명시,2020년,01월,79.0
경기,광명시,2020년,02월,80.0
경기,광명시,2020년,03월,58.0
경기,광명시,2020년,04월,77.0
경기,광명시,2020년,05월,94.0
경기,광명시,2020년,06월,87.0
경기,광명시,2020년,07월,77.0
경기,광명시,2020년,08월,83.0
경기,광명시,2020년,09월,84.0
경기,광명시,2020년,10월,90.0
경기,광명시,2020년,11월,88.0
경기,광명시,2020년,12월,67.0
경기,구리시,2018년,01월,53.0
경기,구리시,2018년,02월,48.0
경기,구리시,2018년,03월,50.0
경기,구리시,2018년,04월,46.0
경기,구리시,2018년,05월,64.0
경기,구리시,2018년,06월,49.0
경기,구리시,2018년,07월,71.0
경기,구리시,2018년,08월,56.0
경기,구리시,2018년,09월,61.0
경기,구리시,2018년,10월,50.0
경기,구리시,2018년,11월,56.0
경기,구리시,2018년,12월,64.0
경기,구리시,2019년,01월,49.0
경기,구리시,2019년,02월,54.0
경기,구리시,2019년,03월,58.0
경기,구리시,2019년,04월,64.0
경기,구리시,2019년,05월,64.0
경기,구리시,2019년,06월,61.0
경기,구리시,2019년,07월,70.0
경기,구리시,2019년,08월,77.0
경기,구리시,2019년,09월,66.0
경기,구리시,2019년,10월,57.0
경기,구리시,2019년,11월,74.0
경기,구리시,2019년,12월,57.0
경기,구리시,2020년,01월,51.0
경기,구리시,2020년,02월,53.0
경기,구리시,2020년,03월,56.0
경기,구리시,2020년,04월,67.0
경기,구리시,2020년,05월,61.0
경기,구리시,2020년,06월,55.0
경기,구리시,2020년,07월,67.0
경기,구리시,2020년,08월,70.0
경기,구리시,2020년,09월,72.0
경기,구리시,2020년,10월,68.0
경기,구리시,2020년,11월,64.0
경기,구리시,2020년,12월,74.0
경기,양주시,2018년,01월,79.0
경기,양주시,2018년,02월,63.0
경기,양주시,2018년,03월,83.0
경기,양주시,2018년,04월,91.0
경기,양주시,2018년,05월,92.0
경기,양주시,2018년,06월,90.0
경기,양주시,2018년,07월,114.0
경기,양주시,2018년,08월,79.0
경기,양주시,2018년,09월,86.0
경기,양주시,2018년,10월,116.0
경기,양주시,2018년,11월,102.0
경기,양주시,2018년,12월,99.0
경기,양주시,2019년,01월,84.0
경기,양주시,2019년,02월,96.0
경기,양주시,2019년,03월,75.0
경기,양주시,2019년,04월,89.0
경기,양주시,2019년,05월,84.0
경기,양주시,2019년,06월,101.0
경기,양주시,2019년,07월,96.0
경기,양주시,2019년,08월,82.0
경기,양주시,2019년,09월,84.0
경기,양주시,2019년,10월,114.0
경기,양주시,2019년,11월,114.0
경기,양주시,2019년,12월,99.0
경기,양주시,2020년,01월,73.0
경기,양주시,2020년,02월,89.0
경기,양주시,2020년,03월,83.0
경기,양주시,2020년,04월,85.0
경기,양주시,2020년,05월,73.0
경기,양주시,2020년,06월,92.0
경기,양주시,2020년,07월,85.0
경기,양주시,2020년,08월,84.0
경기,양주시,2020년,09월,79.0
경기,양주시,2020년,10월,97.0
경기,양주시,2020년,11월,104.0
경기,양주시,2020년,12월,83.0
경기,여주시,2018년,01월,46.0
경기,여주시,2018년,02월,29.0
경기,여주시,2018년,03월,40.0
경기,여주시,2018년,04월,45.0
경기,여주시,2018년,05월,32.0
경기,여주시,2018년,06월,41.0
경기,여주시,2018년,07월,34.0
