시도,시군구,연도,월,사고건수
강원,강릉시,2019년,01월,48.0
강원,강릉시,2019년,02월,57.0
강원,강릉시,2019년,03월,79.0
강원,강릉시,2019년,04월,73.0
강원,강릉시,2019년,05월,77.0
강원,강릉시,2019년,06월,67.0
강원,강릉시,2019년,07월,90.0
강원,강릉시,2019년,08월,87.0
강원,강릉시,2019년,09월,64.0
강원,강릉시,2019년,10월,91.0
강원,강릉시,2019년,11월,83.0
강원,강릉시,2019년,12월,72.0
강원,강릉시,2020년,01월,85.0
강원,강릉시,2020년,02월,71.0
강원,강릉시,2020년,03월,63.0
강원,강릉시,2020년,04월,71.0
강원,강릉시,2020년,05월,82.0
강원,강릉시,2020년,06월,82.0
강원,강릉시,2020년,07월,81.0
강원,강릉시,2020년,08월,73.0
강원,강릉시,2020년,09월,59.0
강원,강릉시,2020년,10월,61.0
강원,강릉시,2020년,11월,80.0
강원,강릉시,2020년,12월,40.0
강원,속초시,2018년,01월,37.0
강원,속초시,2018년,02월,28.0
강원,속초시,2018년,03월,21.0
강원,속초시,2018년,04월,36.0
강원,속초시,2018년,05월,38.0
강원,속초시,2018년,06월,37.0
강원,속초시,2018년,07월,44.0
강원,속초시,2018년,08월,44.0
강원,속초시,2018년,09월,36.0
강원,속초시,2018년,10월,40.0
강원,속초시,2018년,11월,36.0
강원,속초시,2018년,12월,36.0
강원,속초시,2019년,01월,32.0
강원,속초시,2019년,02월,21.0
강원,속초시,2019년,03월,24.0
강원,속초시,2019년,04월,31.0
강원,속초시,2019년,05월,26.0
강원,속초시,2019년,06월,31.0
강원,속초시,2019년,07월,49.0
강원,속초시,2019년,08월,42.0
강원,속초시,2019년,09월,21.0
강원,속초시,2019년,10월,44.0
강원,속초시,2019년,11월,43.0
강원,속초시,2019년,12월,27.0
강원,속초시,2020년,01월,48.0
강원,속초시,2020년,02월,31.0
강원,속초시,2020년,03월,35.0
강원,속초시,2020년,04월,37.0
강원,속초시,2020년,05월,36.0
강원,속초시,2020년,06월,46.0
강원,속초시,2020년,07월,30.0
강원,속초시,2020년,08월,45.0
강원,속초시,2020년,09월,34.0
강원,속초시,2020년,10월,43.0
강원,속초시,2020년,11월,34.0
강원,속초시,2020년,12월,27.0
강원,태백시,2018년,01월,12.0
강원,태백시,2018년,02월,16.0
강원,태백시,2018년,03월,14.0
강원,태백시,2018년,04월,16.0
강원,태백시,2018년,05월,24.0
강원,태백시,2018년,06월,10.0
강원,태백시,2018년,07월,18.0
강원,태백시,2018년,08월,22.0
강원,태백시,2018년,09월,21.0
강원,태백시,2018년,10월,20.0
강원,태백시,2018년,11월,23.0
강원,태백시,2018년,12월,10.0
강원,태백시,2019년,01월,11.0
강원,태백시,2019년,02월,10.0
강원,태백시,2019년,03월,11.0
강원,태백시,2019년,04월,15.0
강원,태백시,2019년,05월,14.0
강원,태백시,2019년,06월,15.0
강원,태백시,2019년,07월,14.0
강원,태백시,2019년,08월,22.0
강원,태백시,2019년,09월,22.0
강원,태백시,2019년,10월,14.0
강원,태백시,2019년,11월,18.0
강원,태백시,2019년,12월,11.0
강원,태백시,2020년,01월,9.0
강원,태백시,2020년,02월,11.0
강원,태백시,2020년,03월,14.0
강원,태백시,2020년,04월,8.0
강원,태백시,2020년,05월,11.0
강원,태백시,2020년,06월,14.0
강원,태백시,2020년,07월,13.0
강원,태백시,2020년,08월,20.0
강원,태백시,2020년,09월,19.0
강원,태백시,2020년,10월,16.0
강원,태백시,2020년,11월,15.0
강원,태백시,2020년,12월,20.0
강원,삼척시,2018년,01월,21.0
강원,삼척시,2018년,02월,17.0
강원,삼척시,2018년,03월,34.0
강원,삼척시,2018년,04월,28.0
강원,삼척시,2018년,05월,39.0
강원,삼척시,2018년,06월,35.0
강원,삼척시,2018년,07월,25.0
강원,삼척시,2018년,08월,41.0
강원,삼척시,2018년,09월,26.0
강원,삼척시,2018년,10월,28.0
강원,삼척시,2018년,11월,31.0
강원,삼척시,2018년,12월,40.0
강원,삼척시,2019년,01월,41.0
강원,삼척시,2019년,02월,28.0
강원,삼척시,2019년,03월,27.0
강원,삼척시,2019년,04월,24.0
강원,삼척시,2019년,05월,33.0
강원,삼척시,2019년,06월,28.0
강원,삼척시,2019년,07월,33.0
강원,삼척시,2019년,08월,57.0
강원,삼척시,2019년,09월,33.0
강원,삼척시,2019년,10월,46.0
강원,삼척시,2019년,11월,28.0
강원,삼척시,2019년,12월,36.0
강원,삼척시,2020년,01월,23.0
강원,삼척시,2020년,02월,21.0
강원,삼척시,2020년,03월,28.0
강원,삼척시,2020년,04월,25.0
강원,삼척시,2020년,05월,29.0
강원,삼척시,2020년,06월,43.0
강원,삼척시,2020년,07월,43.0
강원,삼척시,2020년,08월,36.0
강원,삼척시,2020년,09월,32.0
강원,삼척시,2020년,10월,28.0
강원,삼척시,2020년,11월,32.0
강원,삼척시,2020년,12월,16.0
강원,홍천군,2018년,01월,29.0
강원,홍천군,2018년,02월,20.0
강원,홍천군,2018년,03월,24.0
강원,홍천군,2018년,04월,19.0
강원,홍천군,2018년,05월,23.0
강원,홍천군,2018년,06월,30.0
강원,홍천군,2018년,07월,32.0
강원,홍천군,2018년,08월,34.0
강원,홍천군,2018년,09월,31.0
강원,홍천군,2018년,10월,30.0
강원,홍천군,2018년,11월,32.0
강원,홍천군,2018년,12월,27.0
강원,홍천군,2019년,01월,21.0
강원,홍천군,2019년,02월,15.0
강원,홍천군,2019년,03월,32.0
강원,홍천군,2019년,04월,22.0
강원,홍천군,2019년,05월,33.0
강원,홍천군,2019년,06월,40.0
강원,홍천군,2019년,07월,35.0
강원,홍천군,2019년,08월,48.0
강원,홍천군,2019년,09월,36.0
강원,홍천군,2019년,10월,29.0
강원,홍천군,2019년,11월,23.0
강원,홍천군,2019년,12월,25.0
강원,홍천군,2020년,01월,32.0
강원,홍천군,2020년,02월,23.0
강원,홍천군,2020년,03월,17.0
강원,홍천군,2020년,04월,20.0
강원,홍천군,2020년,05월,34.0
강원,홍천군,2020년,06월,35.0
강원,홍천군,2020년,07월,32.0
강원,홍천군,2020년,08월,33.0
강원,홍천군,2020년,09월,34.0
강원,홍천군,2020년,10월,45.0
강원,홍천군,2020년,11월,36.0
강원,홍천군,2020년,12월,16.0
강원,횡성군,2018년,01월,10.0
강원,횡성군,2018년,02월,9.0
강원,횡성군,2018년,03월,12.0
강원,횡성군,2018년,04월,19.0
강원,횡성군,2018년,05월,13.0
강원,횡성군,2018년,06월,19.0
강원,횡성군,2018년,07월,14.0
강원,횡성군,2018년,08월,25.0
강원,횡성군,2018년,09월,19.0
강원,횡성군,2018년,10월,17.0
강원,횡성군,2018년,11월,22.0
강원,횡성군,2018년,12월,8.0
강원,횡성군,2019년,01월,17.0
강원,횡성군,2019년,02월,7.0
강원,횡성군,2019년,03월,11.0
강원,횡성군,2019년,04월,13.0
강원,횡성군,2019년,05월,20.0
강원,횡성군,2019년,06월,25.0
강원,횡성군,2019년,07월,17.0
강원,횡성군,2019년,08월,19.0
강원,횡성군,2019년,09월,19.0
강원,횡성군,2019년,10월,17.0
강원,횡성군,2019년,11월,23.0
강원,횡성군,2019년,12월,15.0
강원,횡성군,2020년,01월,19.0
강원,횡성군,2020년,02월,10.0
강원,횡성군,2020년,03월,10.0
강원,횡성군,2020년,04월,12.0
강원,횡성군,2020년,05월,19.0
강원,횡성군,2020년,06월,30.0
강원,횡성군,2020년,07월,20.0
강원,횡성군,2020년,08월,15.0
강원,횡성군,2020년,09월,21.0
강원,횡성군,2020년,10월,27.0
강원,횡성군,2020년,11월,19.0
강원,횡성군,2020년,12월,21.0
강원,영월군,2018년,01월,14.0
강원,영월군,2018년,02월,12.0
강원,영월군,2018년,03월,11.0
강원,영월군,2018년,04월,22.0
강원,영월군,2018년,05월,7.0
강원,영월군,2018년,06월,10.0
강원,영월군,2018년,07월,19.0
강원,영월군,2018년,08월,21.0
강원,영월군,2018년,09월,21.0
강원,영월군,2018년,10월,16.0
강원,영월군,2018년,11월,18.0
강원,영월군,2018년,12월,16.0
강원,영월군,2019년,01월,8.0
강원,영월군,2019년,02월,12.0
강원,영월군,2019년,03월,6.0
강원,영월군,2019년,04월,9.0
강원,영월군,2019년,05월,9.0
강원,영월군,2019년,06월,18.0
강원,영월군,2019년,07월,13.0
강원,영월군,2019년,08월,21.0
강원,영월군,2019년,09월,8.0
강원,영월군,2019년,10월,13.0
강원,영월군,2019년,11월,26.0
강원,영월군,2019년,12월,13.0
강원,영월군,2020년,01월,14.0
강원,영월군,2020년,02월,4.0
강원,영월군,2020년,03월,12.0
강원,영월군,2020년,04월,9.0
강원,영월군,2020년,05월,15.0
강원,영월군,2020년,06월,11.0
강원,영월군,2020년,07월,14.0
강원,영월군,2020년,08월,19.0
강원,영월군,2020년,09월,10.0
강원,영월군,2020년,10월,15.0
강원,영월군,2020년,11월,20.0
강원,영월군,2020년,12월,11.0
강원,평창군,2018년,01월,13.0
강원,평창군,2018년,02월,30.0
강원,평창군,2018년,03월,15.0
강원,평창군,2018년,04월,15.0
강원,평창군,2018년,05월,16.0
강원,평창군,2018년,06월,16.0
강원,평창군,2018년,07월,18.0
강원,평창군,2018년,08월,30.0
강원,평창군,2018년,09월,21.0
강원,평창군,2018년,10월,14.0
강원,평창군,2018년,11월,14.0
강원,평창군,2018년,12월,16.0
강원,평창군,2019년,01월,16.0
강원,평창군,2019년,02월,8.0
강원,평창군,2019년,03월,14.0
강원,평창군,2019년,04월,10.0
강원,평창군,2019년,05월,17.0
강원,평창군,2019년,06월,13.0
강원,평창군,2019년,07월,20.0
강원,평창군,2019년,08월,20.0
강원,평창군,2019년,09월,15.0
강원,평창군,2019년,10월,22.0
강원,평창군,2019년,11월,15.0
강원,평창군,2019년,12월,13.0
강원,평창군,2020년,01월,15.0
강원,평창군,2020년,02월,7.0
강원,평창군,2020년,03월,6.0
강원,평창군,2020년,04월,6.0
강원,평창군,2020년,05월,17.0
강원,평창군,2020년,06월,16.0
강원,평창군,2020년,07월,13.0
강원,평창군,2020년,08월,19.0
강원,평창군,2020년,09월,19.0
강원,평창군,2020년,10월,17.0
강원,평창군,2020년,11월,12.0
강원,평창군,2020년,12월,7.0
강원,정선군,2018년,01월,17.0
강원,정선군,2018년,02월,10.0
강원,정선군,2018년,03월,10.0
강원,정선군,2018년,04월,7.0
강원,정선군,2018년,05월,13.0
강원,정선군,2018년,06월,5.0
강원,정선군,2018년,07월,13.0
강원,정선군,2018년,08월,11.0
강원,정선군,2018년,09월,10.0
강원,정선군,2018년,10월,10.0
강원,정선군,2018년,11월,8.0
강원,정선군,2018년,12월,11.0
강원,정선군,2019년,01월,9.0
강원,정선군,2019년,02월,5.0
강원,정선군,2019년,03월,8.0
강원,정선군,2019년,04월,7.0
강원,정선군,2019년,05월,5.0
강원,정선군,2019년,06월,9.0
강원,정선군,2019년,07월,8.0
강원,정선군,2019년,08월,11.0
강원,정선군,2019년,09월,5.0
강원,정선군,2019년,10월,21.0
강원,정선군,2019년,11월,9.0
강원,정선군,2019년,12월,10.0
강원,정선군,2020년,01월,14.0
강원,정선군,2020년,02월,11.0
강원,정선군,2020년,03월,7.0
강원,정선군,2020년,04월,4.0
강원,정선군,2020년,05월,7.0
강원,정선군,2020년,06월,7.0
강원,정선군,2020년,07월,9.0
강원,정선군,2020년,08월,10.0
강원,정선군,2020년,09월,9.0
강원,정선군,2020년,10월,14.0
강원,정선군,2020년,11월,4.0
강원,정선군,2020년,12월,5.0
강원,철원군,2018년,01월,9.0
강원,철원군,2018년,02월,9.0
강원,철원군,2018년,03월,8.0
강원,철원군,2018년,04월,9.0
강원,철원군,2018년,05월,16.0
강원,철원군,2018년,06월,11.0
강원,철원군,2018년,07월,21.0
강원,철원군,2018년,08월,11.0
강원,철원군,2018년,09월,18.0
강원,철원군,2018년,10월,8.0
강원,철원군,2018년,11월,15.0
강원,철원군,2018년,12월,10.0
강원,철원군,2019년,01월,4.0
강원,철원군,2019년,02월,7.0
강원,철원군,2019년,03월,13.0
강원,철원군,2019년,04월,8.0
강원,철원군,2019년,05월,17.0
강원,철원군,2019년,06월,9.0
강원,철원군,2019년,07월,16.0
강원,철원군,2019년,08월,12.0
강원,철원군,2019년,09월,19.0
강원,철원군,2019년,10월,13.0
강원,철원군,2019년,11월,12.0
강원,철원군,2019년,12월,14.0
강원,철원군,2020년,01월,11.0
강원,철원군,2020년,02월,10.0
강원,철원군,2020년,03월,10.0
강원,철원군,2020년,04월,8.0
강원,철원군,2020년,05월,10.0
강원,철원군,2020년,06월,21.0
강원,철원군,2020년,07월,12.0
강원,철원군,2020년,08월,11.0
강원,철원군,2020년,09월,17.0
강원,철원군,2020년,10월,16.0
강원,철원군,2020년,11월,15.0
강원,철원군,2020년,12월,9.0
강원,화천군,2018년,01월,13.0
강원,화천군,2018년,02월,4.0
강원,화천군,2018년,03월,5.0
강원,화천군,2018년,04월,7.0
강원,화천군,2018년,05월,10.0
강원,화천군,2018년,06월,10.0
강원,화천군,2018년,07월,6.0
강원,화천군,2018년,08월,12.0
강원,화천군,2018년,09월,5.0
강원,화천군,2018년,10월,5.0
강원,화천군,2018년,11월,5.0
강원,화천군,2018년,12월,6.0
강원,화천군,2019년,01월,3.0
강원,화천군,2019년,02월,11.0
강원,화천군,2019년,03월,3.0
강원,화천군,2019년,04월,11.0
강원,화천군,2019년,05월,8.0
강원,화천군,2019년,06월,9.0
강원,화천군,2019년,07월,13.0
강원,화천군,2019년,08월,12.0
강원,화천군,2019년,09월,7.0
강원,화천군,2019년,10월,8.0
강원,화천군,2019년,11월,11.0
강원,화천군,2019년,12월,5.0
강원,화천군,2020년,01월,9.0
강원,화천군,2020년,02월,5.0
강원,화천군,2020년,03월,6.0
강원,화천군,2020년,04월,11.0
강원,화천군,2020년,05월,10.0
강원,화천군,2020년,06월,14.0
강원,화천군,2020년,07월,13.0
강원,화천군,2020년,08월,11.0
강원,화천군,2020년,09월,11.0
강원,화천군,2020년,10월,16.0
강원,화천군,2020년,11월,11.0
강원,화천군,2020년,12월,4.0
강원,양구군,2018년,01월,5.0
강원,양구군,2018년,02월,7.0
강원,양구군,2018년,03월,2.0
강원,양구군,2018년,04월,5.0
강원,양구군,2018년,05월,14.0
강원,양구군,2018년,06월,4.0
강원,양구군,2018년,07월,9.0
강원,양구군,2018년,08월,5.0
강원,양구군,2018년,09월,8.0
강원,양구군,2018년,10월,8.0
강원,양구군,2018년,11월,10.0
강원,양구군,2018년,12월,8.0
강원,양구군,2019년,01월,10.0
강원,양구군,2019년,02월,3.0
강원,양구군,2019년,03월,2.0
강원,양구군,2019년,04월,9.0
강원,양구군,2019년,05월,10.0
강원,양구군,2019년,06월,5.0
강원,양구군,2019년,07월,8.0
강원,양구군,2019년,08월,10.0
강원,양구군,2019년,09월,4.0
강원,양구군,2019년,10월,11.0
강원,양구군,2019년,11월,10.0
강원,양구군,2019년,12월,6.0
강원,양구군,2020년,01월,5.0
강원,양구군,2020년,02월,7.0
강원,양구군,2020년,03월,2.0
강원,양구군,2020년,04월,3.0
강원,양구군,2020년,05월,9.0
강원,양구군,2020년,06월,11.0
강원,양구군,2020년,07월,8.0
강원,양구군,2020년,08월,10.0
강원,양구군,2020년,09월,2.0
강원,양구군,2020년,10월,11.0
강원,양구군,2020년,11월,4.0
강원,양구군,2020년,12월,5.0
강원,인제군,2018년,01월,9.0
강원,인제군,2018년,02월,1.0
강원,인제군,2018년,03월,6.0
강원,인제군,2018년,04월,12.0
강원,인제군,2018년,05월,9.0
강원,인제군,2018년,06월,8.0
강원,인제군,2018년,07월,11.0
강원,인제군,2018년,08월,17.0
강원,인제군,2018년,09월,8.0
강원,인제군,2018년,10월,4.0
강원,인제군,2018년,11월,6.0
강원,인제군,2018년,12월,10.0
강원,인제군,2019년,01월,3.0
강원,인제군,2019년,02월,4.0
강원,인제군,2019년,03월,5.0
강원,인제군,2019년,04월,7.0
강원,인제군,2019년,05월,7.0
강원,인제군,2019년,06월,6.0
강원,인제군,2019년,07월,11.0
강원,인제군,2019년,08월,9.0
강원,인제군,2019년,09월,10.0
강원,인제군,2019년,10월,16.0
강원,인제군,2019년,11월,5.0
강원,인제군,2019년,12월,11.0
강원,인제군,2020년,01월,10.0
강원,인제군,2020년,02월,5.0
강원,인제군,2020년,03월,4.0
강원,인제군,2020년,04월,7.0
강원,인제군,2020년,05월,5.0
강원,인제군,2020년,06월,8.0
강원,인제군,2020년,07월,2.0
강원,인제군,2020년,08월,7.0
강원,인제군,2020년,09월,15.0
강원,인제군,2020년,10월,10.0
강원,인제군,2020년,11월,4.0
강원,인제군,2020년,12월,5.0
강원,고성군,2018년,01월,7.0
강원,고성군,2018년,02월,7.0
강원,고성군,2018년,03월,6.0
강원,고성군,2018년,04월,8.0
강원,고성군,2018년,05월,11.0
강원,고성군,2018년,06월,15.0
강원,고성군,2018년,07월,16.0
강원,고성군,2018년,08월,19.0
강원,고성군,2018년,09월,17.0
강원,고성군,2018년,10월,8.0
강원,고성군,2018년,11월,10.0
강원,고성군,2018년,12월,11.0
강원,고성군,2019년,01월,14.0
강원,고성군,2019년,02월,8.0
강원,고성군,2019년,03월,11.0
강원,고성군,2019년,04월,12.0
강원,고성군,2019년,05월,7.0
강원,고성군,2019년,06월,15.0
강원,고성군,2019년,07월,11.0
강원,고성군,2019년,08월,17.0
강원,고성군,2019년,09월,8.0
강원,고성군,2019년,10월,8.0
강원,고성군,2019년,11월,14.0
강원,고성군,2019년,12월,13.0
강원,고성군,2020년,01월,5.0
강원,고성군,2020년,02월,6.0
강원,고성군,2020년,03월,8.0
강원,고성군,2020년,04월,9.0
강원,고성군,2020년,05월,13.0
강원,고성군,2020년,06월,13.0
강원,고성군,2020년,07월,16.0
강원,고성군,2020년,08월,13.0
강원,고성군,2020년,09월,5.0
강원,고성군,2020년,10월,15.0
강원,고성군,2020년,11월,19.0
강원,고성군,2020년,12월,7.0
강원,양양군,2018년,01월,8.0
강원,양양군,2018년,02월,8.0
강원,양양군,2018년,03월,12.0
강원,양양군,2018년,04월,14.0
강원,양양군,2018년,05월,14.0
강원,양양군,2018년,06월,13.0
강원,양양군,2018년,07월,19.0
강원,양양군,2018년,08월,18.0
강원,양양군,2018년,09월,14.0
강원,양양군,2018년,10월,17.0
강원,양양군,2018년,11월,12.0
강원,양양군,2018년,12월,6.0
강원,양양군,2019년,01월,13.0
강원,양양군,2019년,02월,13.0
강원,양양군,2019년,03월,11.0
강원,양양군,2019년,04월,12.0
강원,양양군,2019년,05월,15.0
강원,양양군,2019년,06월,21.0
강원,양양군,2019년,07월,16.0
강원,양양군,2019년,08월,17.0
강원,양양군,2019년,09월,16.0
강원,양양군,2019년,10월,16.0
강원,양양군,2019년,11월,16.0
강원,양양군,2019년,12월,12.0
강원,양양군,2020년,01월,11.0
강원,양양군,2020년,02월,6.0
강원,양양군,2020년,03월,9.0
강원,양양군,2020년,04월,9.0
강원,양양군,2020년,05월,13.0
강원,양양군,2020년,06월,20.0
강원,양양군,2020년,07월,16.0
강원,양양군,2020년,08월,28.0
강원,양양군,2020년,09월,15.0
강원,양양군,2020년,10월,17.0
강원,양양군,2020년,11월,12.0
강원,양양군,2020년,12월,9.0
충북,청주시,2018년,01월,347.0
충북,청주시,2018년,02월,366.0
충북,청주시,2018년,03월,387.0
충북,청주시,2018년,04월,436.0
충북,청주시,2018년,05월,424.0
충북,청주시,2018년,06월,440.0
충북,청주시,2018년,07월,459.0
충북,청주시,2018년,08월,447.0
충북,청주시,2018년,09월,409.0
충북,청주시,2018년,10월,469.0
충북,청주시,2018년,11월,478.0
충북,청주시,2018년,12월,414.0
충북,청주시,2019년,01월,347.0
충북,청주시,2019년,02월,323.0
충북,청주시,2019년,03월,398.0
충북,청주시,2019년,04월,394.0
충북,청주시,2019년,05월,456.0
충북,청주시,2019년,06월,420.0
충북,청주시,2019년,07월,431.0
충북,청주시,2019년,08월,432.0
충북,청주시,2019년,09월,406.0
충북,청주시,2019년,10월,449.0
충북,청주시,2019년,11월,476.0
충북,청주시,2019년,12월,417.0
충북,청주시,2020년,01월,368.0
충북,청주시,2020년,02월,356.0
충북,청주시,2020년,03월,318.0
충북,청주시,2020년,04월,363.0
충북,청주시,2020년,05월,362.0
충북,청주시,2020년,06월,399.0
충북,청주시,2020년,07월,383.0
충북,청주시,2020년,08월,373.0
충북,청주시,2020년,09월,372.0
충북,청주시,2020년,10월,417.0
충북,청주시,2020년,11월,414.0
충북,청주시,2020년,12월,331.0
충북,충주시,2018년,01월,81.0
충북,충주시,2018년,02월,101.0
충북,충주시,2018년,03월,122.0
충북,충주시,2018년,04월,115.0
충북,충주시,2018년,05월,112.0
충북,충주시,2018년,06월,108.0
충북,충주시,2018년,07월,116.0
충북,충주시,2018년,08월,86.0
충북,충주시,2018년,09월,132.0
충북,충주시,2018년,10월,139.0
충북,충주시,2018년,11월,123.0
충북,충주시,2018년,12월,114.0
충북,충주시,2019년,01월,112.0
충북,충주시,2019년,02월,82.0
충북,충주시,2019년,03월,119.0
충북,충주시,2019년,04월,111.0
충북,충주시,2019년,05월,132.0
충북,충주시,2019년,06월,114.0
충북,충주시,2019년,07월,97.0
충북,충주시,2019년,08월,122.0
충북,충주시,2019년,09월,115.0
충북,충주시,2019년,10월,121.0
충북,충주시,2019년,11월,134.0
충북,충주시,2019년,12월,105.0
충북,충주시,2020년,01월,77.0
충북,충주시,2020년,02월,84.0
충북,충주시,2020년,03월,82.0
충북,충주시,2020년,04월,85.0
충북,충주시,2020년,05월,89.0
충북,충주시,2020년,06월,85.0
충북,충주시,2020년,07월,99.0
충북,충주시,2020년,08월,81.0
충북,충주시,2020년,09월,112.0
충북,충주시,2020년,10월,123.0
충북,충주시,2020년,11월,100.0
충북,충주시,2020년,12월,82.0
충북,제천시,2018년,01월,67.0
충북,제천시,2018년,02월,60.0
충북,제천시,2018년,03월,82.0
충북,제천시,2018년,04월,74.0
충북,제천시,2018년,05월,76.0
충북,제천시,2018년,06월,74.0
충북,제천시,2018년,07월,76.0
충북,제천시,2018년,08월,88.0
충북,제천시,2018년,09월,75.0
충북,제천시,2018년,10월,74.0
충북,제천시,2018년,11월,102.0
충북,제천시,2018년,12월,64.0
충북,제천시,2019년,01월,63.0
충북,제천시,2019년,02월,49.0
충북,제천시,2019년,03월,58.0
충북,제천시,2019년,04월,76.0
충북,제천시,2019년,05월,81.0
충북,제천시,2019년,06월,68.0
충북,제천시,2019년,07월,58.0
충북,제천시,2019년,08월,79.0
충북,제천시,2019년,09월,105.0
충북,제천시,2019년,10월,90.0
충북,제천시,2019년,11월,87.0
충북,제천시,2019년,12월,56.0
충북,제천시,2020년,01월,61.0
충북,제천시,2020년,02월,58.0
충북,제천시,2020년,03월,62.0
충북,제천시,2020년,04월,80.0
충북,제천시,2020년,05월,66.0
충북,제천시,2020년,06월,67.0
충북,제천시,2020년,07월,66.0
충북,제천시,2020년,08월,75.0
충북,제천시,2020년,09월,85.0
충북,제천시,2020년,10월,71.0
충북,제천시,2020년,11월,66.0
충북,제천시,2020년,12월,44.0
충북,보은군,2018년,01월,9.0
충북,보은군,2018년,02월,5.0
충북,보은군,2018년,03월,10.0
충북,보은군,2018년,04월,12.0
충북,보은군,2018년,05월,11.0
충북,보은군,2018년,06월,12.0
충북,보은군,2018년,07월,13.0
충북,보은군,2018년,08월,18.0
충북,보은군,2018년,09월,12.0
충북,보은군,2018년,10월,14.0
충북,보은군,2018년,11월,18.0
충북,보은군,2018년,12월,15.0
충북,보은군,2019년,01월,10.0
충북,보은군,2019년,02월,4.0
충북,보은군,2019년,03월,17.0
충북,보은군,2019년,04월,15.0
충북,보은군,2019년,05월,15.0
충북,보은군,2019년,06월,11.0
충북,보은군,2019년,07월,15.0
충북,보은군,2019년,08월,22.0
충북,보은군,2019년,09월,10.0
충북,보은군,2019년,10월,21.0
충북,보은군,2019년,11월,17.0
충북,보은군,2019년,12월,8.0
충북,보은군,2020년,01월,4.0
충북,보은군,2020년,02월,4.0
충북,보은군,2020년,03월,10.0
충북,보은군,2020년,04월,11.0
충북,보은군,2020년,05월,13.0
충북,보은군,2020년,06월,13.0
충북,보은군,2020년,07월,10.0
충북,보은군,2020년,08월,15.0
충북,보은군,2020년,09월,16.0
충북,보은군,2020년,10월,12.0
충북,보은군,2020년,11월,15.0
충북,보은군,2020년,12월,9.0
충북,옥천군,2018년,01월,16.0
충북,옥천군,2018년,02월,11.0
충북,옥천군,2018년,03월,15.0
충북,옥천군,2018년,04월,23.0
충북,옥천군,2018년,05월,16.0
충북,옥천군,2018년,06월,14.0
충북,옥천군,2018년,07월,26.0
충북,옥천군,2018년,08월,17.0
충북,옥천군,2018년,09월,26.0
충북,옥천군,2018년,10월,19.0
충북,옥천군,2018년,11월,28.0
충북,옥천군,2018년,12월,17.0
충북,옥천군,2019년,01월,13.0
충북,옥천군,2019년,02월,14.0
충북,옥천군,2019년,03월,14.0
충북,옥천군,2019년,04월,26.0
충북,옥천군,2019년,05월,18.0
충북,옥천군,2019년,06월,21.0
충북,옥천군,2019년,07월,18.0
충북,옥천군,2019년,08월,30.0
충북,옥천군,2019년,09월,20.0
충북,옥천군,2019년,10월,29.0
충북,옥천군,2019년,11월,15.0
충북,옥천군,2019년,12월,18.0
충북,옥천군,2020년,01월,12.0
충북,옥천군,2020년,02월,8.0
충북,옥천군,2020년,03월,14.0
충북,옥천군,2020년,04월,11.0
충북,옥천군,2020년,05월,15.0
충북,옥천군,2020년,06월,16.0
충북,옥천군,2020년,07월,12.0
충북,옥천군,2020년,08월,19.0
충북,옥천군,2020년,09월,14.0
충북,옥천군,2020년,10월,14.0
충북,옥천군,2020년,11월,13.0
충북,옥천군,2020년,12월,12.0
충북,영동군,2018년,01월,8.0
충북,영동군,2018년,02월,11.0
충북,영동군,2018년,03월,12.0
충북,영동군,2018년,04월,11.0
충북,영동군,2018년,05월,15.0
충북,영동군,2018년,06월,15.0
충북,영동군,2018년,07월,15.0
충북,영동군,2018년,08월,15.0
충북,영동군,2018년,09월,16.0
충북,영동군,2018년,10월,12.0
충북,영동군,2018년,11월,21.0
충북,영동군,2018년,12월,14.0
충북,영동군,2019년,01월,14.0
충북,영동군,2019년,02월,7.0
충북,영동군,2019년,03월,18.0
충북,영동군,2019년,04월,14.0
충북,영동군,2019년,05월,27.0
충북,영동군,2019년,06월,19.0
충북,영동군,2019년,07월,25.0
충북,영동군,2019년,08월,21.0
충북,영동군,2019년,09월,18.0
충북,영동군,2019년,10월,22.0
충북,영동군,2019년,11월,16.0
충북,영동군,2019년,12월,17.0
충북,영동군,2020년,01월,10.0
충북,영동군,2020년,02월,6.0
충북,영동군,2020년,03월,8.0
충북,영동군,2020년,04월,15.0
충북,영동군,2020년,05월,10.0
충북,영동군,2020년,06월,13.0
충북,영동군,2020년,07월,17.0
충북,영동군,2020년,08월,19.0
충북,영동군,2020년,09월,15.0
충북,영동군,2020년,10월,15.0
충북,영동군,2020년,11월,19.0
충북,영동군,2020년,12월,11.0
충북,진천군,2018년,01월,27.0
충북,진천군,2018년,02월,47.0
충북,진천군,2018년,03월,41.0
충북,진천군,2018년,04월,53.0
충북,진천군,2018년,05월,31.0
충북,진천군,2018년,06월,40.0
충북,진천군,2018년,07월,49.0
충북,진천군,2018년,08월,50.0
충북,진천군,2018년,09월,47.0
충북,진천군,2018년,10월,46.0
충북,진천군,2018년,11월,59.0
충북,진천군,2018년,12월,61.0
충북,진천군,2019년,01월,52.0
충북,진천군,2019년,02월,29.0
충북,진천군,2019년,03월,47.0
충북,진천군,2019년,04월,49.0
충북,진천군,2019년,05월,47.0
충북,진천군,2019년,06월,47.0
충북,진천군,2019년,07월,41.0
충북,진천군,2019년,08월,31.0
충북,진천군,2019년,09월,42.0
충북,진천군,2019년,10월,40.0
충북,진천군,2019년,11월,46.0
