시도,시군구,연도,월,사망자수
강원,동해시,2020년,02월,0.0
강원,동해시,2020년,03월,0.0
강원,동해시,2020년,04월,0.0
강원,동해시,2020년,05월,0.0
강원,동해시,2020년,06월,0.0
강원,동해시,2020년,07월,2.0
강원,동해시,2020년,08월,0.0
강원,동해시,2020년,09월,1.0
강원,동해시,2020년,10월,0.0
강원,동해시,2020년,11월,0.0
강원,동해시,2020년,12월,1.0
강원,강릉시,2018년,01월,1.0
강원,강릉시,2018년,02월,0.0
강원,강릉시,2018년,03월,3.0
강원,강릉시,2018년,04월,3.0
강원,강릉시,2018년,05월,2.0
강원,강릉시,2018년,06월,2.0
강원,강릉시,2018년,07월,0.0
강원,강릉시,2018년,08월,3.0
강원,강릉시,2018년,09월,2.0
강원,강릉시,2018년,10월,2.0
강원,강릉시,2018년,11월,1.0
강원,강릉시,2018년,12월,3.0
강원,강릉시,2019년,01월,0.0
강원,강릉시,2019년,02월,0.0
강원,강릉시,2019년,03월,1.0
강원,강릉시,2019년,04월,3.0
강원,강릉시,2019년,05월,0.0
강원,강릉시,2019년,06월,1.0
강원,강릉시,2019년,07월,5.0
강원,강릉시,2019년,08월,1.0
강원,강릉시,2019년,09월,1.0
강원,강릉시,2019년,10월,1.0
강원,강릉시,2019년,11월,0.0
강원,강릉시,2019년,12월,1.0
강원,강릉시,2020년,01월,0.0
강원,강릉시,2020년,02월,1.0
강원,강릉시,2020년,03월,0.0
강원,강릉시,2020년,04월,1.0
강원,강릉시,2020년,05월,2.0
강원,강릉시,2020년,06월,1.0
강원,강릉시,2020년,07월,5.0
강원,강릉시,2020년,08월,3.0
강원,강릉시,2020년,09월,4.0
강원,강릉시,2020년,10월,1.0
강원,강릉시,2020년,11월,0.0
강원,강릉시,2020년,12월,0.0
강원,속초시,2018년,01월,2.0
강원,속초시,2018년,02월,0.0
강원,속초시,2018년,03월,0.0
강원,속초시,2018년,04월,0.0
강원,속초시,2018년,05월,1.0
강원,속초시,2018년,06월,1.0
강원,속초시,2018년,07월,0.0
강원,속초시,2018년,08월,0.0
강원,속초시,2018년,09월,0.0
강원,속초시,2018년,10월,1.0
강원,속초시,2018년,11월,1.0
강원,속초시,2018년,12월,0.0
강원,속초시,2019년,01월,1.0
강원,속초시,2019년,02월,0.0
강원,속초시,2019년,03월,0.0
강원,속초시,2019년,04월,1.0
강원,속초시,2019년,05월,0.0
강원,속초시,2019년,06월,1.0
강원,속초시,2019년,07월,1.0
강원,속초시,2019년,08월,1.0
강원,속초시,2019년,09월,1.0
강원,속초시,2019년,10월,1.0
강원,속초시,2019년,11월,1.0
강원,속초시,2019년,12월,0.0
강원,속초시,2020년,01월,0.0
강원,속초시,2020년,02월,0.0
강원,속초시,2020년,03월,0.0
강원,속초시,2020년,04월,1.0
강원,속초시,2020년,05월,0.0
강원,속초시,2020년,06월,0.0
강원,속초시,2020년,07월,0.0
강원,속초시,2020년,08월,0.0
강원,속초시,2020년,09월,0.0
강원,속초시,2020년,10월,0.0
강원,속초시,2020년,11월,0.0
강원,속초시,2020년,12월,0.0
강원,태백시,2018년,01월,1.0
강원,태백시,2018년,02월,1.0
강원,태백시,2018년,03월,2.0
강원,태백시,2018년,04월,0.0
강원,태백시,2018년,05월,0.0
강원,태백시,2018년,06월,1.0
강원,태백시,2018년,07월,0.0
강원,태백시,2018년,08월,1.0
강원,태백시,2018년,09월,2.0
강원,태백시,2018년,10월,0.0
강원,태백시,2018년,11월,2.0
강원,태백시,2018년,12월,0.0
강원,태백시,2019년,01월,0.0
강원,태백시,2019년,02월,0.0
강원,태백시,2019년,03월,0.0
강원,태백시,2019년,04월,0.0
강원,태백시,2019년,05월,1.0
강원,태백시,2019년,06월,0.0
강원,태백시,2019년,07월,0.0
강원,태백시,2019년,08월,0.0
강원,태백시,2019년,09월,0.0
강원,태백시,2019년,10월,0.0
강원,태백시,2019년,11월,1.0
강원,태백시,2019년,12월,0.0
강원,태백시,2020년,01월,0.0
강원,태백시,2020년,02월,0.0
강원,태백시,2020년,03월,0.0
강원,태백시,2020년,04월,0.0
강원,태백시,2020년,05월,0.0
강원,태백시,2020년,06월,0.0
강원,태백시,2020년,07월,0.0
강원,태백시,2020년,08월,0.0
강원,태백시,2020년,09월,0.0
강원,태백시,2020년,10월,1.0
강원,태백시,2020년,11월,0.0
강원,태백시,2020년,12월,0.0
강원,삼척시,2018년,01월,1.0
강원,삼척시,2018년,02월,0.0
강원,삼척시,2018년,03월,0.0
강원,삼척시,2018년,04월,0.0
강원,삼척시,2018년,05월,1.0
강원,삼척시,2018년,06월,0.0
강원,삼척시,2018년,07월,0.0
강원,삼척시,2018년,08월,0.0
강원,삼척시,2018년,09월,1.0
강원,삼척시,2018년,10월,0.0
강원,삼척시,2018년,11월,1.0
강원,삼척시,2018년,12월,2.0
강원,삼척시,2019년,01월,4.0
강원,삼척시,2019년,02월,0.0
강원,삼척시,2019년,03월,1.0
강원,삼척시,2019년,04월,0.0
강원,삼척시,2019년,05월,0.0
강원,삼척시,2019년,06월,0.0
강원,삼척시,2019년,07월,7.0
강원,삼척시,2019년,08월,1.0
강원,삼척시,2019년,09월,2.0
강원,삼척시,2019년,10월,0.0
강원,삼척시,2019년,11월,0.0
강원,삼척시,2019년,12월,1.0
강원,삼척시,2020년,01월,0.0
강원,삼척시,2020년,02월,0.0
강원,삼척시,2020년,03월,1.0
강원,삼척시,2020년,04월,1.0
강원,삼척시,2020년,05월,0.0
강원,삼척시,2020년,06월,0.0
강원,삼척시,2020년,07월,1.0
강원,삼척시,2020년,08월,0.0
강원,삼척시,2020년,09월,0.0
강원,삼척시,2020년,10월,1.0
강원,삼척시,2020년,11월,0.0
강원,삼척시,2020년,12월,1.0
강원,홍천군,2018년,01월,1.0
강원,홍천군,2018년,02월,0.0
강원,홍천군,2018년,03월,6.0
강원,홍천군,2018년,04월,0.0
강원,홍천군,2018년,05월,3.0
강원,홍천군,2018년,06월,1.0
강원,홍천군,2018년,07월,0.0
강원,홍천군,2018년,08월,0.0
강원,홍천군,2018년,09월,0.0
강원,홍천군,2018년,10월,0.0
강원,홍천군,2018년,11월,1.0
강원,홍천군,2018년,12월,1.0
강원,홍천군,2019년,01월,1.0
강원,홍천군,2019년,02월,0.0
강원,홍천군,2019년,03월,2.0
강원,홍천군,2019년,04월,4.0
강원,홍천군,2019년,05월,2.0
강원,홍천군,2019년,06월,2.0
강원,홍천군,2019년,07월,0.0
강원,홍천군,2019년,08월,1.0
강원,홍천군,2019년,09월,1.0
강원,홍천군,2019년,10월,0.0
강원,홍천군,2019년,11월,3.0
강원,홍천군,2019년,12월,0.0
강원,홍천군,2020년,01월,0.0
강원,홍천군,2020년,02월,0.0
강원,홍천군,2020년,03월,1.0
강원,홍천군,2020년,04월,0.0
강원,홍천군,2020년,05월,1.0
강원,홍천군,2020년,06월,0.0
강원,홍천군,2020년,07월,0.0
강원,홍천군,2020년,08월,4.0
강원,홍천군,2020년,09월,0.0
강원,홍천군,2020년,10월,3.0
강원,홍천군,2020년,11월,1.0
강원,홍천군,2020년,12월,0.0
강원,횡성군,2018년,01월,1.0
강원,횡성군,2018년,02월,0.0
강원,횡성군,2018년,03월,0.0
강원,횡성군,2018년,04월,5.0
강원,횡성군,2018년,05월,1.0
강원,횡성군,2018년,06월,2.0
강원,횡성군,2018년,07월,0.0
강원,횡성군,2018년,08월,1.0
강원,횡성군,2018년,09월,0.0
강원,횡성군,2018년,10월,4.0
강원,횡성군,2018년,11월,0.0
강원,횡성군,2018년,12월,0.0
강원,횡성군,2019년,01월,2.0
강원,횡성군,2019년,02월,1.0
강원,횡성군,2019년,03월,0.0
강원,횡성군,2019년,04월,1.0
강원,횡성군,2019년,05월,1.0
강원,횡성군,2019년,06월,0.0
강원,횡성군,2019년,07월,0.0
강원,횡성군,2019년,08월,0.0
강원,횡성군,2019년,09월,0.0
강원,횡성군,2019년,10월,2.0
강원,횡성군,2019년,11월,1.0
강원,횡성군,2019년,12월,1.0
강원,횡성군,2020년,01월,1.0
강원,횡성군,2020년,02월,0.0
강원,횡성군,2020년,03월,0.0
강원,횡성군,2020년,04월,0.0
강원,횡성군,2020년,05월,0.0
강원,횡성군,2020년,06월,0.0
강원,횡성군,2020년,07월,0.0
강원,횡성군,2020년,08월,1.0
강원,횡성군,2020년,09월,2.0
강원,횡성군,2020년,10월,1.0
강원,횡성군,2020년,11월,1.0
강원,횡성군,2020년,12월,1.0
강원,영월군,2018년,01월,0.0
강원,영월군,2018년,02월,0.0
강원,영월군,2018년,03월,1.0
강원,영월군,2018년,04월,2.0
강원,영월군,2018년,05월,0.0
강원,영월군,2018년,06월,2.0
강원,영월군,2018년,07월,4.0
강원,영월군,2018년,08월,1.0
강원,영월군,2018년,09월,1.0
강원,영월군,2018년,10월,0.0
강원,영월군,2018년,11월,0.0
강원,영월군,2018년,12월,0.0
강원,영월군,2019년,01월,1.0
강원,영월군,2019년,02월,1.0
강원,영월군,2019년,03월,0.0
강원,영월군,2019년,04월,0.0
강원,영월군,2019년,05월,0.0
강원,영월군,2019년,06월,0.0
강원,영월군,2019년,07월,0.0
강원,영월군,2019년,08월,1.0
강원,영월군,2019년,09월,0.0
강원,영월군,2019년,10월,0.0
강원,영월군,2019년,11월,1.0
강원,영월군,2019년,12월,0.0
강원,영월군,2020년,01월,1.0
강원,영월군,2020년,02월,0.0
강원,영월군,2020년,03월,1.0
강원,영월군,2020년,04월,0.0
강원,영월군,2020년,05월,0.0
강원,영월군,2020년,06월,0.0
강원,영월군,2020년,07월,2.0
강원,영월군,2020년,08월,1.0
강원,영월군,2020년,09월,0.0
강원,영월군,2020년,10월,0.0
강원,영월군,2020년,11월,2.0
강원,영월군,2020년,12월,0.0
강원,평창군,2018년,01월,1.0
강원,평창군,2018년,02월,1.0
강원,평창군,2018년,03월,1.0
강원,평창군,2018년,04월,0.0
강원,평창군,2018년,05월,0.0
강원,평창군,2018년,06월,0.0
강원,평창군,2018년,07월,1.0
강원,평창군,2018년,08월,0.0
강원,평창군,2018년,09월,3.0
강원,평창군,2018년,10월,3.0
강원,평창군,2018년,11월,2.0
강원,평창군,2018년,12월,3.0
강원,평창군,2019년,01월,1.0
강원,평창군,2019년,02월,0.0
강원,평창군,2019년,03월,1.0
강원,평창군,2019년,04월,0.0
강원,평창군,2019년,05월,0.0
강원,평창군,2019년,06월,0.0
강원,평창군,2019년,07월,0.0
강원,평창군,2019년,08월,0.0
강원,평창군,2019년,09월,1.0
강원,평창군,2019년,10월,0.0
강원,평창군,2019년,11월,2.0
강원,평창군,2019년,12월,0.0
강원,평창군,2020년,01월,0.0
강원,평창군,2020년,02월,0.0
강원,평창군,2020년,03월,0.0
강원,평창군,2020년,04월,0.0
강원,평창군,2020년,05월,1.0
강원,평창군,2020년,06월,0.0
강원,평창군,2020년,07월,0.0
강원,평창군,2020년,08월,2.0
강원,평창군,2020년,09월,1.0
강원,평창군,2020년,10월,0.0
강원,평창군,2020년,11월,1.0
강원,평창군,2020년,12월,0.0
강원,정선군,2018년,01월,2.0
강원,정선군,2018년,02월,1.0
강원,정선군,2018년,03월,0.0
강원,정선군,2018년,04월,1.0
강원,정선군,2018년,05월,0.0
강원,정선군,2018년,06월,0.0
강원,정선군,2018년,07월,0.0
강원,정선군,2018년,08월,1.0
강원,정선군,2018년,09월,0.0
강원,정선군,2018년,10월,2.0
강원,정선군,2018년,11월,0.0
강원,정선군,2018년,12월,1.0
강원,정선군,2019년,01월,0.0
강원,정선군,2019년,02월,0.0
강원,정선군,2019년,03월,1.0
강원,정선군,2019년,04월,2.0
강원,정선군,2019년,05월,1.0
강원,정선군,2019년,06월,0.0
강원,정선군,2019년,07월,1.0
강원,정선군,2019년,08월,1.0
강원,정선군,2019년,09월,0.0
강원,정선군,2019년,10월,0.0
강원,정선군,2019년,11월,0.0
강원,정선군,2019년,12월,0.0
강원,정선군,2020년,01월,0.0
강원,정선군,2020년,02월,0.0
강원,정선군,2020년,03월,0.0
강원,정선군,2020년,04월,0.0
강원,정선군,2020년,05월,0.0
강원,정선군,2020년,06월,0.0
강원,정선군,2020년,07월,0.0
강원,정선군,2020년,08월,1.0
강원,정선군,2020년,09월,0.0
강원,정선군,2020년,10월,2.0
강원,정선군,2020년,11월,0.0
강원,정선군,2020년,12월,0.0
강원,철원군,2018년,01월,0.0
강원,철원군,2018년,02월,1.0
강원,철원군,2018년,03월,0.0
강원,철원군,2018년,04월,0.0
강원,철원군,2018년,05월,3.0
강원,철원군,2018년,06월,1.0
강원,철원군,2018년,07월,0.0
강원,철원군,2018년,08월,0.0
강원,철원군,2018년,09월,0.0
강원,철원군,2018년,10월,0.0
강원,철원군,2018년,11월,0.0
강원,철원군,2018년,12월,0.0
강원,철원군,2019년,01월,0.0
강원,철원군,2019년,02월,0.0
강원,철원군,2019년,03월,3.0
강원,철원군,2019년,04월,1.0
강원,철원군,2019년,05월,2.0
강원,철원군,2019년,06월,0.0
강원,철원군,2019년,07월,0.0
강원,철원군,2019년,08월,2.0
강원,철원군,2019년,09월,0.0
강원,철원군,2019년,10월,1.0
강원,철원군,2019년,11월,2.0
강원,철원군,2019년,12월,1.0
강원,철원군,2020년,01월,0.0
강원,철원군,2020년,02월,0.0
강원,철원군,2020년,03월,0.0
강원,철원군,2020년,04월,1.0
강원,철원군,2020년,05월,0.0
강원,철원군,2020년,06월,1.0
강원,철원군,2020년,07월,1.0
강원,철원군,2020년,08월,0.0
강원,철원군,2020년,09월,0.0
강원,철원군,2020년,10월,0.0
강원,철원군,2020년,11월,2.0
강원,철원군,2020년,12월,1.0
강원,화천군,2018년,01월,1.0
강원,화천군,2018년,02월,0.0
강원,화천군,2018년,03월,0.0
강원,화천군,2018년,04월,0.0
강원,화천군,2018년,05월,1.0
강원,화천군,2018년,06월,0.0
강원,화천군,2018년,07월,0.0
강원,화천군,2018년,08월,1.0
강원,화천군,2018년,09월,1.0
강원,화천군,2018년,10월,1.0
강원,화천군,2018년,11월,0.0
강원,화천군,2018년,12월,4.0
강원,화천군,2019년,01월,0.0
강원,화천군,2019년,02월,0.0
강원,화천군,2019년,03월,0.0
강원,화천군,2019년,04월,0.0
강원,화천군,2019년,05월,0.0
강원,화천군,2019년,06월,2.0
강원,화천군,2019년,07월,1.0
강원,화천군,2019년,08월,2.0
강원,화천군,2019년,09월,3.0
강원,화천군,2019년,10월,1.0
강원,화천군,2019년,11월,0.0
강원,화천군,2019년,12월,0.0
강원,화천군,2020년,01월,0.0
강원,화천군,2020년,02월,0.0
강원,화천군,2020년,03월,0.0
강원,화천군,2020년,04월,2.0
강원,화천군,2020년,05월,1.0
강원,화천군,2020년,06월,0.0
강원,화천군,2020년,07월,0.0
강원,화천군,2020년,08월,0.0
강원,화천군,2020년,09월,1.0
강원,화천군,2020년,10월,2.0
강원,화천군,2020년,11월,0.0
강원,화천군,2020년,12월,2.0
강원,양구군,2018년,01월,0.0
강원,양구군,2018년,02월,0.0
강원,양구군,2018년,03월,1.0
강원,양구군,2018년,04월,0.0
강원,양구군,2018년,05월,1.0
강원,양구군,2018년,06월,0.0
강원,양구군,2018년,07월,0.0
강원,양구군,2018년,08월,0.0
강원,양구군,2018년,09월,1.0
강원,양구군,2018년,10월,0.0
강원,양구군,2018년,11월,2.0
강원,양구군,2018년,12월,0.0
강원,양구군,2019년,01월,1.0
강원,양구군,2019년,02월,0.0
강원,양구군,2019년,03월,0.0
강원,양구군,2019년,04월,0.0
강원,양구군,2019년,05월,0.0
강원,양구군,2019년,06월,0.0
강원,양구군,2019년,07월,0.0
강원,양구군,2019년,08월,0.0
강원,양구군,2019년,09월,1.0
강원,양구군,2019년,10월,0.0
강원,양구군,2019년,11월,0.0
강원,양구군,2019년,12월,0.0
강원,양구군,2020년,01월,0.0
강원,양구군,2020년,02월,0.0
강원,양구군,2020년,03월,0.0
강원,양구군,2020년,04월,0.0
강원,양구군,2020년,05월,1.0
강원,양구군,2020년,06월,1.0
강원,양구군,2020년,07월,0.0
강원,양구군,2020년,08월,0.0
강원,양구군,2020년,09월,0.0
강원,양구군,2020년,10월,0.0
강원,양구군,2020년,11월,0.0
강원,양구군,2020년,12월,0.0
강원,인제군,2018년,01월,0.0
강원,인제군,2018년,02월,0.0
강원,인제군,2018년,03월,2.0
강원,인제군,2018년,04월,2.0
강원,인제군,2018년,05월,0.0
강원,인제군,2018년,06월,0.0
강원,인제군,2018년,07월,2.0
강원,인제군,2018년,08월,2.0
강원,인제군,2018년,09월,1.0
강원,인제군,2018년,10월,0.0
강원,인제군,2018년,11월,0.0
강원,인제군,2018년,12월,1.0
강원,인제군,2019년,01월,1.0
강원,인제군,2019년,02월,0.0
강원,인제군,2019년,03월,0.0
강원,인제군,2019년,04월,1.0
강원,인제군,2019년,05월,1.0
강원,인제군,2019년,06월,1.0
강원,인제군,2019년,07월,1.0
강원,인제군,2019년,08월,1.0
강원,인제군,2019년,09월,1.0
강원,인제군,2019년,10월,1.0
강원,인제군,2019년,11월,0.0
강원,인제군,2019년,12월,0.0
강원,인제군,2020년,01월,0.0
강원,인제군,2020년,02월,0.0
강원,인제군,2020년,03월,0.0
강원,인제군,2020년,04월,0.0
강원,인제군,2020년,05월,1.0
강원,인제군,2020년,06월,1.0
강원,인제군,2020년,07월,0.0
강원,인제군,2020년,08월,0.0
강원,인제군,2020년,09월,0.0
강원,인제군,2020년,10월,0.0
강원,인제군,2020년,11월,0.0
강원,인제군,2020년,12월,1.0
강원,고성군,2018년,01월,0.0
강원,고성군,2018년,02월,1.0
강원,고성군,2018년,03월,0.0
강원,고성군,2018년,04월,2.0
강원,고성군,2018년,05월,0.0
강원,고성군,2018년,06월,0.0
강원,고성군,2018년,07월,1.0
강원,고성군,2018년,08월,4.0
강원,고성군,2018년,09월,3.0
강원,고성군,2018년,10월,0.0
강원,고성군,2018년,11월,0.0
강원,고성군,2018년,12월,1.0
강원,고성군,2019년,01월,0.0
강원,고성군,2019년,02월,0.0
강원,고성군,2019년,03월,0.0
강원,고성군,2019년,04월,0.0
강원,고성군,2019년,05월,1.0
강원,고성군,2019년,06월,0.0
강원,고성군,2019년,07월,0.0
강원,고성군,2019년,08월,0.0
강원,고성군,2019년,09월,0.0
강원,고성군,2019년,10월,0.0
강원,고성군,2019년,11월,0.0
강원,고성군,2019년,12월,0.0
강원,고성군,2020년,01월,0.0
강원,고성군,2020년,02월,0.0
강원,고성군,2020년,03월,1.0
강원,고성군,2020년,04월,0.0
강원,고성군,2020년,05월,0.0
강원,고성군,2020년,06월,0.0
강원,고성군,2020년,07월,0.0
강원,고성군,2020년,08월,0.0
강원,고성군,2020년,09월,0.0
강원,고성군,2020년,10월,0.0
강원,고성군,2020년,11월,1.0
강원,고성군,2020년,12월,0.0
강원,양양군,2018년,01월,0.0
강원,양양군,2018년,02월,0.0
강원,양양군,2018년,03월,0.0
강원,양양군,2018년,04월,0.0
강원,양양군,2018년,05월,0.0
강원,양양군,2018년,06월,1.0
강원,양양군,2018년,07월,0.0
강원,양양군,2018년,08월,2.0
강원,양양군,2018년,09월,3.0
강원,양양군,2018년,10월,2.0
강원,양양군,2018년,11월,0.0
강원,양양군,2018년,12월,0.0
강원,양양군,2019년,01월,0.0
강원,양양군,2019년,02월,4.0
강원,양양군,2019년,03월,0.0
강원,양양군,2019년,04월,0.0
강원,양양군,2019년,05월,0.0
강원,양양군,2019년,06월,1.0
강원,양양군,2019년,07월,1.0
강원,양양군,2019년,08월,0.0
강원,양양군,2019년,09월,0.0
강원,양양군,2019년,10월,2.0
강원,양양군,2019년,11월,0.0
강원,양양군,2019년,12월,1.0
강원,양양군,2020년,01월,1.0
강원,양양군,2020년,02월,0.0
강원,양양군,2020년,03월,0.0
강원,양양군,2020년,04월,0.0
강원,양양군,2020년,05월,1.0
강원,양양군,2020년,06월,2.0
강원,양양군,2020년,07월,0.0
강원,양양군,2020년,08월,0.0
강원,양양군,2020년,09월,0.0
강원,양양군,2020년,10월,1.0
강원,양양군,2020년,11월,0.0
강원,양양군,2020년,12월,0.0
충북,청주시,2018년,01월,6.0
충북,청주시,2018년,02월,12.0
충북,청주시,2018년,03월,2.0
충북,청주시,2018년,04월,10.0
충북,청주시,2018년,05월,8.0
충북,청주시,2018년,06월,9.0
충북,청주시,2018년,07월,6.0
충북,청주시,2018년,08월,8.0
충북,청주시,2018년,09월,6.0
충북,청주시,2018년,10월,6.0
충북,청주시,2018년,11월,6.0
충북,청주시,2018년,12월,7.0
충북,청주시,2019년,01월,1.0
충북,청주시,2019년,02월,1.0
충북,청주시,2019년,03월,5.0
충북,청주시,2019년,04월,7.0
충북,청주시,2019년,05월,7.0
충북,청주시,2019년,06월,4.0
충북,청주시,2019년,07월,2.0
충북,청주시,2019년,08월,3.0
충북,청주시,2019년,09월,3.0
충북,청주시,2019년,10월,3.0
충북,청주시,2019년,11월,3.0
충북,청주시,2019년,12월,10.0
충북,청주시,2020년,01월,3.0
충북,청주시,2020년,02월,3.0
충북,청주시,2020년,03월,8.0
충북,청주시,2020년,04월,4.0
충북,청주시,2020년,05월,1.0
충북,청주시,2020년,06월,4.0
충북,청주시,2020년,07월,7.0
충북,청주시,2020년,08월,8.0
충북,청주시,2020년,09월,3.0
충북,청주시,2020년,10월,8.0
충북,청주시,2020년,11월,8.0
충북,청주시,2020년,12월,4.0
충북,충주시,2018년,01월,2.0
충북,충주시,2018년,02월,3.0
충북,충주시,2018년,03월,1.0
충북,충주시,2018년,04월,0.0
충북,충주시,2018년,05월,5.0
충북,충주시,2018년,06월,5.0
충북,충주시,2018년,07월,3.0
충북,충주시,2018년,08월,0.0
충북,충주시,2018년,09월,3.0
충북,충주시,2018년,10월,0.0
충북,충주시,2018년,11월,2.0
충북,충주시,2018년,12월,3.0
충북,충주시,2019년,01월,5.0
충북,충주시,2019년,02월,0.0
충북,충주시,2019년,03월,0.0
충북,충주시,2019년,04월,6.0
충북,충주시,2019년,05월,5.0
충북,충주시,2019년,06월,4.0
충북,충주시,2019년,07월,2.0
충북,충주시,2019년,08월,2.0
충북,충주시,2019년,09월,1.0
충북,충주시,2019년,10월,3.0
충북,충주시,2019년,11월,7.0
충북,충주시,2019년,12월,1.0
충북,충주시,2020년,01월,0.0
충북,충주시,2020년,02월,1.0
충북,충주시,2020년,03월,2.0
충북,충주시,2020년,04월,4.0
충북,충주시,2020년,05월,2.0
충북,충주시,2020년,06월,1.0
충북,충주시,2020년,07월,1.0
충북,충주시,2020년,08월,0.0
충북,충주시,2020년,09월,5.0
충북,충주시,2020년,10월,2.0
충북,충주시,2020년,11월,1.0
충북,충주시,2020년,12월,2.0
충북,제천시,2018년,01월,1.0
충북,제천시,2018년,02월,2.0
충북,제천시,2018년,03월,2.0
충북,제천시,2018년,04월,0.0
충북,제천시,2018년,05월,0.0
충북,제천시,2018년,06월,1.0
충북,제천시,2018년,07월,4.0
충북,제천시,2018년,08월,2.0
충북,제천시,2018년,09월,2.0
충북,제천시,2018년,10월,2.0
충북,제천시,2018년,11월,2.0
충북,제천시,2018년,12월,3.0
충북,제천시,2019년,01월,2.0
충북,제천시,2019년,02월,3.0
충북,제천시,2019년,03월,1.0
충북,제천시,2019년,04월,1.0
충북,제천시,2019년,05월,1.0
충북,제천시,2019년,06월,5.0
충북,제천시,2019년,07월,0.0
충북,제천시,2019년,08월,1.0
충북,제천시,2019년,09월,3.0
충북,제천시,2019년,10월,2.0
충북,제천시,2019년,11월,0.0
충북,제천시,2019년,12월,0.0
충북,제천시,2020년,01월,0.0
충북,제천시,2020년,02월,0.0
충북,제천시,2020년,03월,2.0
충북,제천시,2020년,04월,1.0
충북,제천시,2020년,05월,1.0
충북,제천시,2020년,06월,0.0
충북,제천시,2020년,07월,1.0
충북,제천시,2020년,08월,1.0
충북,제천시,2020년,09월,6.0
충북,제천시,2020년,10월,1.0
충북,제천시,2020년,11월,0.0
충북,제천시,2020년,12월,3.0
충북,보은군,2018년,01월,0.0
충북,보은군,2018년,02월,0.0
충북,보은군,2018년,03월,0.0
충북,보은군,2018년,04월,0.0
충북,보은군,2018년,05월,1.0
충북,보은군,2018년,06월,1.0
충북,보은군,2018년,07월,0.0
충북,보은군,2018년,08월,1.0
충북,보은군,2018년,09월,1.0
충북,보은군,2018년,10월,1.0
충북,보은군,2018년,11월,1.0
충북,보은군,2018년,12월,0.0
충북,보은군,2019년,01월,1.0
충북,보은군,2019년,02월,0.0
충북,보은군,2019년,03월,0.0
충북,보은군,2019년,04월,1.0
충북,보은군,2019년,05월,3.0
충북,보은군,2019년,06월,2.0
충북,보은군,2019년,07월,4.0
충북,보은군,2019년,08월,1.0
충북,보은군,2019년,09월,0.0
충북,보은군,2019년,10월,1.0
충북,보은군,2019년,11월,0.0
충북,보은군,2019년,12월,0.0
충북,보은군,2020년,01월,0.0
충북,보은군,2020년,02월,0.0
충북,보은군,2020년,03월,2.0
충북,보은군,2020년,04월,1.0
충북,보은군,2020년,05월,2.0
충북,보은군,2020년,06월,0.0
충북,보은군,2020년,07월,0.0
충북,보은군,2020년,08월,1.0
충북,보은군,2020년,09월,2.0
충북,보은군,2020년,10월,0.0
충북,보은군,2020년,11월,1.0
충북,보은군,2020년,12월,0.0
충북,옥천군,2018년,01월,1.0
충북,옥천군,2018년,02월,0.0
충북,옥천군,2018년,03월,0.0
충북,옥천군,2018년,04월,1.0
충북,옥천군,2018년,05월,0.0
충북,옥천군,2018년,06월,1.0
충북,옥천군,2018년,07월,2.0
충북,옥천군,2018년,08월,1.0
충북,옥천군,2018년,09월,1.0
충북,옥천군,2018년,10월,2.0
충북,옥천군,2018년,11월,2.0
충북,옥천군,2018년,12월,0.0
충북,옥천군,2019년,01월,1.0
충북,옥천군,2019년,02월,2.0
충북,옥천군,2019년,03월,0.0
충북,옥천군,2019년,04월,1.0
충북,옥천군,2019년,05월,0.0
충북,옥천군,2019년,06월,0.0
충북,옥천군,2019년,07월,0.0
충북,옥천군,2019년,08월,2.0
충북,옥천군,2019년,09월,1.0
충북,옥천군,2019년,10월,0.0
충북,옥천군,2019년,11월,0.0
충북,옥천군,2019년,12월,0.0
충북,옥천군,2020년,01월,0.0
충북,옥천군,2020년,02월,1.0
충북,옥천군,2020년,03월,0.0
충북,옥천군,2020년,04월,0.0
충북,옥천군,2020년,05월,0.0
충북,옥천군,2020년,06월,0.0
충북,옥천군,2020년,07월,0.0
충북,옥천군,2020년,08월,1.0
충북,옥천군,2020년,09월,1.0
충북,옥천군,2020년,10월,1.0
충북,옥천군,2020년,11월,0.0
충북,옥천군,2020년,12월,1.0
충북,영동군,2018년,01월,0.0
충북,영동군,2018년,02월,1.0
충북,영동군,2018년,03월,0.0
충북,영동군,2018년,04월,1.0
충북,영동군,2018년,05월,1.0
충북,영동군,2018년,06월,0.0
충북,영동군,2018년,07월,2.0
충북,영동군,2018년,08월,1.0
충북,영동군,2018년,09월,2.0
충북,영동군,2018년,10월,2.0
충북,영동군,2018년,11월,0.0
충북,영동군,2018년,12월,0.0
충북,영동군,2019년,01월,2.0
충북,영동군,2019년,02월,1.0
충북,영동군,2019년,03월,3.0
충북,영동군,2019년,04월,0.0
충북,영동군,2019년,05월,2.0
충북,영동군,2019년,06월,0.0
충북,영동군,2019년,07월,0.0
충북,영동군,2019년,08월,0.0
충북,영동군,2019년,09월,0.0
충북,영동군,2019년,10월,1.0
충북,영동군,2019년,11월,0.0
충북,영동군,2019년,12월,0.0
충북,영동군,2020년,01월,2.0
충북,영동군,2020년,02월,0.0
충북,영동군,2020년,03월,1.0
충북,영동군,2020년,04월,0.0
충북,영동군,2020년,05월,0.0
충북,영동군,2020년,06월,1.0
충북,영동군,2020년,07월,1.0
충북,영동군,2020년,08월,4.0
충북,영동군,2020년,09월,0.0
충북,영동군,2020년,10월,1.0
충북,영동군,2020년,11월,0.0
