시도,시군구,연도,월,부상자수
충북,보은군,2019년,10월,44.0
충북,보은군,2019년,11월,24.0
충북,보은군,2019년,12월,12.0
충북,보은군,2020년,01월,5.0
충북,보은군,2020년,02월,6.0
충북,보은군,2020년,03월,14.0
충북,보은군,2020년,04월,16.0
충북,보은군,2020년,05월,18.0
충북,보은군,2020년,06월,26.0
충북,보은군,2020년,07월,15.0
충북,보은군,2020년,08월,35.0
충북,보은군,2020년,09월,25.0
충북,보은군,2020년,10월,19.0
충북,보은군,2020년,11월,20.0
충북,보은군,2020년,12월,11.0
충북,옥천군,2018년,01월,21.0
충북,옥천군,2018년,02월,15.0
충북,옥천군,2018년,03월,22.0
충북,옥천군,2018년,04월,30.0
충북,옥천군,2018년,05월,28.0
충북,옥천군,2018년,06월,20.0
충북,옥천군,2018년,07월,37.0
충북,옥천군,2018년,08월,19.0
충북,옥천군,2018년,09월,49.0
충북,옥천군,2018년,10월,26.0
충북,옥천군,2018년,11월,37.0
충북,옥천군,2018년,12월,36.0
충북,옥천군,2019년,01월,17.0
충북,옥천군,2019년,02월,22.0
충북,옥천군,2019년,03월,19.0
충북,옥천군,2019년,04월,33.0
충북,옥천군,2019년,05월,30.0
충북,옥천군,2019년,06월,38.0
충북,옥천군,2019년,07월,24.0
충북,옥천군,2019년,08월,45.0
충북,옥천군,2019년,09월,27.0
충북,옥천군,2019년,10월,42.0
충북,옥천군,2019년,11월,19.0
충북,옥천군,2019년,12월,27.0
충북,옥천군,2020년,01월,15.0
충북,옥천군,2020년,02월,9.0
충북,옥천군,2020년,03월,18.0
충북,옥천군,2020년,04월,17.0
충북,옥천군,2020년,05월,23.0
충북,옥천군,2020년,06월,29.0
충북,옥천군,2020년,07월,16.0
충북,옥천군,2020년,08월,25.0
충북,옥천군,2020년,09월,17.0
충북,옥천군,2020년,10월,13.0
충북,옥천군,2020년,11월,20.0
충북,옥천군,2020년,12월,21.0
충북,영동군,2018년,01월,11.0
충북,영동군,2018년,02월,15.0
충북,영동군,2018년,03월,16.0
충북,영동군,2018년,04월,20.0
충북,영동군,2018년,05월,19.0
충북,영동군,2018년,06월,16.0
충북,영동군,2018년,07월,25.0
충북,영동군,2018년,08월,19.0
충북,영동군,2018년,09월,18.0
충북,영동군,2018년,10월,14.0
충북,영동군,2018년,11월,26.0
충북,영동군,2018년,12월,22.0
충북,영동군,2019년,01월,19.0
충북,영동군,2019년,02월,10.0
충북,영동군,2019년,03월,23.0
충북,영동군,2019년,04월,21.0
충북,영동군,2019년,05월,37.0
충북,영동군,2019년,06월,40.0
충북,영동군,2019년,07월,41.0
충북,영동군,2019년,08월,22.0
충북,영동군,2019년,09월,38.0
충북,영동군,2019년,10월,29.0
충북,영동군,2019년,11월,27.0
충북,영동군,2019년,12월,27.0
충북,영동군,2020년,01월,10.0
충북,영동군,2020년,02월,8.0
충북,영동군,2020년,03월,9.0
충북,영동군,2020년,04월,19.0
충북,영동군,2020년,05월,17.0
충북,영동군,2020년,06월,19.0
충북,영동군,2020년,07월,29.0
충북,영동군,2020년,08월,22.0
충북,영동군,2020년,09월,17.0
충북,영동군,2020년,10월,20.0
충북,영동군,2020년,11월,25.0
충북,영동군,2020년,12월,22.0
충북,진천군,2018년,01월,42.0
충북,진천군,2018년,02월,91.0
충북,진천군,2018년,03월,68.0
충북,진천군,2018년,04월,87.0
충북,진천군,2018년,05월,50.0
충북,진천군,2018년,06월,63.0
충북,진천군,2018년,07월,69.0
충북,진천군,2018년,08월,66.0
충북,진천군,2018년,09월,99.0
충북,진천군,2018년,10월,68.0
충북,진천군,2018년,11월,78.0
충북,진천군,2018년,12월,101.0
충북,진천군,2019년,01월,105.0
충북,진천군,2019년,02월,54.0
충북,진천군,2019년,03월,83.0
충북,진천군,2019년,04월,83.0
충북,진천군,2019년,05월,65.0
충북,진천군,2019년,06월,68.0
충북,진천군,2019년,07월,68.0
충북,진천군,2019년,08월,60.0
충북,진천군,2019년,09월,55.0
충북,진천군,2019년,10월,64.0
충북,진천군,2019년,11월,73.0
충북,진천군,2019년,12월,62.0
충북,진천군,2020년,01월,50.0
충북,진천군,2020년,02월,53.0
충북,진천군,2020년,03월,61.0
충북,진천군,2020년,04월,58.0
충북,진천군,2020년,05월,107.0
충북,진천군,2020년,06월,84.0
충북,진천군,2020년,07월,62.0
충북,진천군,2020년,08월,58.0
충북,진천군,2020년,09월,88.0
충북,진천군,2020년,10월,64.0
충북,진천군,2020년,11월,76.0
충북,진천군,2020년,12월,39.0
충북,괴산군,2018년,01월,27.0
충북,괴산군,2018년,02월,51.0
충북,괴산군,2018년,03월,32.0
충북,괴산군,2018년,04월,40.0
충북,괴산군,2018년,05월,30.0
충북,괴산군,2018년,06월,37.0
충북,괴산군,2018년,07월,35.0
충북,괴산군,2018년,08월,39.0
충북,괴산군,2018년,09월,46.0
충북,괴산군,2018년,10월,21.0
충북,괴산군,2018년,11월,40.0
충북,괴산군,2018년,12월,28.0
충북,괴산군,2019년,01월,18.0
충북,괴산군,2019년,02월,5.0
충북,괴산군,2019년,03월,16.0
충북,괴산군,2019년,04월,17.0
충북,괴산군,2019년,05월,20.0
충북,괴산군,2019년,06월,22.0
충북,괴산군,2019년,07월,31.0
충북,괴산군,2019년,08월,35.0
충북,괴산군,2019년,09월,37.0
충북,괴산군,2019년,10월,27.0
충북,괴산군,2019년,11월,40.0
충북,괴산군,2019년,12월,29.0
충북,괴산군,2020년,01월,17.0
충북,괴산군,2020년,02월,27.0
충북,괴산군,2020년,03월,17.0
충북,괴산군,2020년,04월,28.0
충북,괴산군,2020년,05월,40.0
충북,괴산군,2020년,06월,38.0
충북,괴산군,2020년,07월,29.0
충북,괴산군,2020년,08월,33.0
충북,괴산군,2020년,09월,24.0
충북,괴산군,2020년,10월,45.0
충북,괴산군,2020년,11월,28.0
충북,괴산군,2020년,12월,14.0
충북,음성군,2018년,01월,59.0
충북,음성군,2018년,02월,83.0
충북,음성군,2018년,03월,85.0
충북,음성군,2018년,04월,98.0
충북,음성군,2018년,05월,89.0
충북,음성군,2018년,06월,114.0
충북,음성군,2018년,07월,105.0
충북,음성군,2018년,08월,121.0
충북,음성군,2018년,09월,82.0
충북,음성군,2018년,10월,140.0
충북,음성군,2018년,11월,94.0
충북,음성군,2018년,12월,78.0
충북,음성군,2019년,01월,65.0
충북,음성군,2019년,02월,80.0
충북,음성군,2019년,03월,105.0
충북,음성군,2019년,04월,87.0
충북,음성군,2019년,05월,104.0
충북,음성군,2019년,06월,93.0
충북,음성군,2019년,07월,100.0
충북,음성군,2019년,08월,89.0
충북,음성군,2019년,09월,79.0
충북,음성군,2019년,10월,115.0
충북,음성군,2019년,11월,78.0
충북,음성군,2019년,12월,99.0
충북,음성군,2020년,01월,72.0
충북,음성군,2020년,02월,95.0
충북,음성군,2020년,03월,63.0
충북,음성군,2020년,04월,78.0
충북,음성군,2020년,05월,71.0
충북,음성군,2020년,06월,88.0
충북,음성군,2020년,07월,62.0
충북,음성군,2020년,08월,86.0
충북,음성군,2020년,09월,75.0
충북,음성군,2020년,10월,98.0
충북,음성군,2020년,11월,74.0
충북,음성군,2020년,12월,90.0
충북,단양군,2018년,01월,11.0
충북,단양군,2018년,02월,19.0
충북,단양군,2018년,03월,21.0
충북,단양군,2018년,04월,9.0
충북,단양군,2018년,05월,23.0
충북,단양군,2018년,06월,24.0
충북,단양군,2018년,07월,12.0
충북,단양군,2018년,08월,27.0
충북,단양군,2018년,09월,19.0
충북,단양군,2018년,10월,28.0
충북,단양군,2018년,11월,15.0
충북,단양군,2018년,12월,15.0
충북,단양군,2019년,01월,12.0
충북,단양군,2019년,02월,10.0
충북,단양군,2019년,03월,17.0
충북,단양군,2019년,04월,27.0
충북,단양군,2019년,05월,16.0
충북,단양군,2019년,06월,18.0
충북,단양군,2019년,07월,17.0
충북,단양군,2019년,08월,25.0
충북,단양군,2019년,09월,40.0
충북,단양군,2019년,10월,50.0
충북,단양군,2019년,11월,24.0
충북,단양군,2019년,12월,23.0
충북,단양군,2020년,01월,22.0
충북,단양군,2020년,02월,16.0
충북,단양군,2020년,03월,14.0
충북,단양군,2020년,04월,30.0
충북,단양군,2020년,05월,14.0
충북,단양군,2020년,06월,24.0
충북,단양군,2020년,07월,21.0
충북,단양군,2020년,08월,15.0
충북,단양군,2020년,09월,15.0
충북,단양군,2020년,10월,30.0
충북,단양군,2020년,11월,25.0
충북,단양군,2020년,12월,7.0
충북,증평군,2018년,01월,16.0
충북,증평군,2018년,02월,10.0
충북,증평군,2018년,03월,13.0
충북,증평군,2018년,04월,23.0
충북,증평군,2018년,05월,16.0
충북,증평군,2018년,06월,19.0
충북,증평군,2018년,07월,26.0
충북,증평군,2018년,08월,24.0
충북,증평군,2018년,09월,23.0
충북,증평군,2018년,10월,30.0
충북,증평군,2018년,11월,29.0
충북,증평군,2018년,12월,29.0
충북,증평군,2019년,01월,19.0
충북,증평군,2019년,02월,29.0
충북,증평군,2019년,03월,29.0
충북,증평군,2019년,04월,25.0
충북,증평군,2019년,05월,25.0
충북,증평군,2019년,06월,15.0
충북,증평군,2019년,07월,29.0
충북,증평군,2019년,08월,21.0
충북,증평군,2019년,09월,20.0
충북,증평군,2019년,10월,20.0
충북,증평군,2019년,11월,28.0
충북,증평군,2019년,12월,37.0
충북,증평군,2020년,01월,16.0
충북,증평군,2020년,02월,16.0
충북,증평군,2020년,03월,11.0
충북,증평군,2020년,04월,20.0
충북,증평군,2020년,05월,30.0
충북,증평군,2020년,06월,24.0
충북,증평군,2020년,07월,18.0
충북,증평군,2020년,08월,14.0
충북,증평군,2020년,09월,20.0
충북,증평군,2020년,10월,19.0
충북,증평군,2020년,11월,36.0
충북,증평군,2020년,12월,18.0
충남,천안시,2018년,01월,286.0
충남,천안시,2018년,02월,299.0
충남,천안시,2018년,03월,377.0
충남,천안시,2018년,04월,400.0
충남,천안시,2018년,05월,397.0
충남,천안시,2018년,06월,326.0
충남,천안시,2018년,07월,363.0
충남,천안시,2018년,08월,373.0
충남,천안시,2018년,09월,353.0
충남,천안시,2018년,10월,393.0
충남,천안시,2018년,11월,401.0
충남,천안시,2018년,12월,378.0
충남,천안시,2019년,01월,295.0
충남,천안시,2019년,02월,325.0
충남,천안시,2019년,03월,394.0
충남,천안시,2019년,04월,377.0
충남,천안시,2019년,05월,382.0
충남,천안시,2019년,06월,373.0
충남,천안시,2019년,07월,408.0
충남,천안시,2019년,08월,467.0
충남,천안시,2019년,09월,393.0
충남,천안시,2019년,10월,398.0
충남,천안시,2019년,11월,445.0
충남,천안시,2019년,12월,396.0
충남,천안시,2020년,01월,386.0
충남,천안시,2020년,02월,331.0
충남,천안시,2020년,03월,286.0
충남,천안시,2020년,04월,350.0
충남,천안시,2020년,05월,377.0
충남,천안시,2020년,06월,420.0
충남,천안시,2020년,07월,383.0
충남,천안시,2020년,08월,357.0
충남,천안시,2020년,09월,390.0
충남,천안시,2020년,10월,463.0
충남,천안시,2020년,11월,449.0
충남,천안시,2020년,12월,403.0
충남,아산시,2018년,01월,96.0
충남,아산시,2018년,02월,90.0
충남,아산시,2018년,03월,80.0
충남,아산시,2018년,04월,86.0
충남,아산시,2018년,05월,93.0
충남,아산시,2018년,06월,65.0
충남,아산시,2018년,07월,88.0
충남,아산시,2018년,08월,106.0
충남,아산시,2018년,09월,100.0
충남,아산시,2018년,10월,82.0
충남,아산시,2018년,11월,75.0
충남,아산시,2018년,12월,85.0
충남,아산시,2019년,01월,71.0
충남,아산시,2019년,02월,101.0
충남,아산시,2019년,03월,104.0
충남,아산시,2019년,04월,135.0
충남,아산시,2019년,05월,116.0
충남,아산시,2019년,06월,162.0
충남,아산시,2019년,07월,122.0
충남,아산시,2019년,08월,132.0
충남,아산시,2019년,09월,143.0
충남,아산시,2019년,10월,168.0
충남,아산시,2019년,11월,130.0
충남,아산시,2019년,12월,137.0
충남,아산시,2020년,01월,129.0
충남,아산시,2020년,02월,137.0
충남,아산시,2020년,03월,105.0
충남,아산시,2020년,04월,120.0
충남,아산시,2020년,05월,161.0
충남,아산시,2020년,06월,156.0
충남,아산시,2020년,07월,138.0
충남,아산시,2020년,08월,137.0
충남,아산시,2020년,09월,150.0
충남,아산시,2020년,10월,173.0
충남,아산시,2020년,11월,161.0
충남,아산시,2020년,12월,131.0
충남,보령시,2018년,01월,21.0
충남,보령시,2018년,02월,38.0
충남,보령시,2018년,03월,40.0
충남,보령시,2018년,04월,30.0
충남,보령시,2018년,05월,42.0
충남,보령시,2018년,06월,48.0
충남,보령시,2018년,07월,45.0
충남,보령시,2018년,08월,51.0
충남,보령시,2018년,09월,38.0
충남,보령시,2018년,10월,72.0
충남,보령시,2018년,11월,35.0
충남,보령시,2018년,12월,34.0
충남,보령시,2019년,01월,32.0
충남,보령시,2019년,02월,43.0
충남,보령시,2019년,03월,60.0
충남,보령시,2019년,04월,60.0
충남,보령시,2019년,05월,82.0
충남,보령시,2019년,06월,54.0
충남,보령시,2019년,07월,80.0
충남,보령시,2019년,08월,75.0
충남,보령시,2019년,09월,57.0
충남,보령시,2019년,10월,52.0
충남,보령시,2019년,11월,75.0
충남,보령시,2019년,12월,34.0
충남,보령시,2020년,01월,48.0
충남,보령시,2020년,02월,35.0
충남,보령시,2020년,03월,55.0
충남,보령시,2020년,04월,62.0
충남,보령시,2020년,05월,45.0
충남,보령시,2020년,06월,92.0
충남,보령시,2020년,07월,67.0
충남,보령시,2020년,08월,65.0
충남,보령시,2020년,09월,57.0
충남,보령시,2020년,10월,54.0
충남,보령시,2020년,11월,61.0
충남,보령시,2020년,12월,41.0
충남,공주시,2018년,01월,63.0
충남,공주시,2018년,02월,55.0
충남,공주시,2018년,03월,91.0
충남,공주시,2018년,04월,124.0
충남,공주시,2018년,05월,148.0
충남,공주시,2018년,06월,107.0
충남,공주시,2018년,07월,84.0
충남,공주시,2018년,08월,77.0
충남,공주시,2018년,09월,83.0
충남,공주시,2018년,10월,86.0
충남,공주시,2018년,11월,94.0
충남,공주시,2018년,12월,80.0
충남,공주시,2019년,01월,68.0
충남,공주시,2019년,02월,84.0
충남,공주시,2019년,03월,83.0
충남,공주시,2019년,04월,97.0
충남,공주시,2019년,05월,98.0
충남,공주시,2019년,06월,75.0
충남,공주시,2019년,07월,77.0
충남,공주시,2019년,08월,89.0
충남,공주시,2019년,09월,86.0
충남,공주시,2019년,10월,117.0
충남,공주시,2019년,11월,92.0
충남,공주시,2019년,12월,68.0
충남,공주시,2020년,01월,57.0
충남,공주시,2020년,02월,60.0
충남,공주시,2020년,03월,55.0
충남,공주시,2020년,04월,65.0
충남,공주시,2020년,05월,76.0
충남,공주시,2020년,06월,84.0
충남,공주시,2020년,07월,61.0
충남,공주시,2020년,08월,62.0
충남,공주시,2020년,09월,82.0
충남,공주시,2020년,10월,80.0
충남,공주시,2020년,11월,52.0
충남,공주시,2020년,12월,62.0
충남,서산시,2018년,01월,102.0
충남,서산시,2018년,02월,115.0
충남,서산시,2018년,03월,89.0
충남,서산시,2018년,04월,128.0
충남,서산시,2018년,05월,112.0
충남,서산시,2018년,06월,97.0
충남,서산시,2018년,07월,94.0
충남,서산시,2018년,08월,63.0
충남,서산시,2018년,09월,95.0
충남,서산시,2018년,10월,103.0
충남,서산시,2018년,11월,122.0
충남,서산시,2018년,12월,129.0
충남,서산시,2019년,01월,81.0
충남,서산시,2019년,02월,84.0
충남,서산시,2019년,03월,118.0
충남,서산시,2019년,04월,65.0
충남,서산시,2019년,05월,122.0
충남,서산시,2019년,06월,118.0
충남,서산시,2019년,07월,124.0
충남,서산시,2019년,08월,103.0
충남,서산시,2019년,09월,121.0
충남,서산시,2019년,10월,128.0
충남,서산시,2019년,11월,117.0
충남,서산시,2019년,12월,87.0
충남,서산시,2020년,01월,84.0
충남,서산시,2020년,02월,80.0
충남,서산시,2020년,03월,79.0
충남,서산시,2020년,04월,73.0
충남,서산시,2020년,05월,99.0
충남,서산시,2020년,06월,65.0
충남,서산시,2020년,07월,101.0
충남,서산시,2020년,08월,114.0
충남,서산시,2020년,09월,102.0
충남,서산시,2020년,10월,89.0
충남,서산시,2020년,11월,90.0
충남,서산시,2020년,12월,91.0
충남,금산군,2018년,01월,6.0
충남,금산군,2018년,02월,5.0
충남,금산군,2018년,03월,7.0
충남,금산군,2018년,04월,26.0
충남,금산군,2018년,05월,23.0
충남,금산군,2018년,06월,34.0
충남,금산군,2018년,07월,47.0
충남,금산군,2018년,08월,10.0
충남,금산군,2018년,09월,21.0
충남,금산군,2018년,10월,30.0
충남,금산군,2018년,11월,16.0
충남,금산군,2018년,12월,27.0
충남,금산군,2019년,01월,10.0
충남,금산군,2019년,02월,10.0
충남,금산군,2019년,03월,13.0
충남,금산군,2019년,04월,16.0
충남,금산군,2019년,05월,29.0
충남,금산군,2019년,06월,10.0
충남,금산군,2019년,07월,21.0
충남,금산군,2019년,08월,18.0
충남,금산군,2019년,09월,34.0
충남,금산군,2019년,10월,15.0
충남,금산군,2019년,11월,19.0
충남,금산군,2019년,12월,14.0
충남,금산군,2020년,01월,9.0
충남,금산군,2020년,02월,4.0
충남,금산군,2020년,03월,8.0
충남,금산군,2020년,04월,10.0
충남,금산군,2020년,05월,14.0
충남,금산군,2020년,06월,16.0
충남,금산군,2020년,07월,13.0
충남,금산군,2020년,08월,29.0
충남,금산군,2020년,09월,18.0
충남,금산군,2020년,10월,19.0
충남,금산군,2020년,11월,10.0
충남,금산군,2020년,12월,48.0
충남,태안군,2018년,01월,31.0
충남,태안군,2018년,02월,36.0
충남,태안군,2018년,03월,19.0
충남,태안군,2018년,04월,47.0
충남,태안군,2018년,05월,55.0
충남,태안군,2018년,06월,41.0
충남,태안군,2018년,07월,54.0
충남,태안군,2018년,08월,79.0
충남,태안군,2018년,09월,31.0
충남,태안군,2018년,10월,47.0
충남,태안군,2018년,11월,35.0
충남,태안군,2018년,12월,27.0
충남,태안군,2019년,01월,18.0
충남,태안군,2019년,02월,30.0
충남,태안군,2019년,03월,46.0
충남,태안군,2019년,04월,58.0
충남,태안군,2019년,05월,57.0
충남,태안군,2019년,06월,105.0
충남,태안군,2019년,07월,48.0
충남,태안군,2019년,08월,63.0
충남,태안군,2019년,09월,25.0
충남,태안군,2019년,10월,47.0
충남,태안군,2019년,11월,58.0
충남,태안군,2019년,12월,29.0
충남,태안군,2020년,01월,32.0
충남,태안군,2020년,02월,30.0
충남,태안군,2020년,03월,26.0
충남,태안군,2020년,04월,45.0
충남,태안군,2020년,05월,42.0
충남,태안군,2020년,06월,55.0
충남,태안군,2020년,07월,46.0
충남,태안군,2020년,08월,54.0
충남,태안군,2020년,09월,73.0
충남,태안군,2020년,10월,54.0
충남,태안군,2020년,11월,30.0
충남,태안군,2020년,12월,36.0
충남,논산시,2018년,01월,66.0
충남,논산시,2018년,02월,76.0
충남,논산시,2018년,03월,38.0
충남,논산시,2018년,04월,54.0
충남,논산시,2018년,05월,74.0
충남,논산시,2018년,06월,51.0
충남,논산시,2018년,07월,46.0
충남,논산시,2018년,08월,62.0
충남,논산시,2018년,09월,80.0
충남,논산시,2018년,10월,63.0
충남,논산시,2018년,11월,48.0
충남,논산시,2018년,12월,53.0
충남,논산시,2019년,01월,47.0
충남,논산시,2019년,02월,39.0
충남,논산시,2019년,03월,62.0
충남,논산시,2019년,04월,41.0
충남,논산시,2019년,05월,69.0
충남,논산시,2019년,06월,62.0
충남,논산시,2019년,07월,61.0
충남,논산시,2019년,08월,36.0
충남,논산시,2019년,09월,109.0
충남,논산시,2019년,10월,76.0
충남,논산시,2019년,11월,77.0
충남,논산시,2019년,12월,65.0
충남,논산시,2020년,01월,55.0
충남,논산시,2020년,02월,34.0
충남,논산시,2020년,03월,49.0
충남,논산시,2020년,04월,35.0
충남,논산시,2020년,05월,62.0
충남,논산시,2020년,06월,43.0
충남,논산시,2020년,07월,68.0
충남,논산시,2020년,08월,62.0
충남,논산시,2020년,09월,55.0
충남,논산시,2020년,10월,48.0
충남,논산시,2020년,11월,42.0
충남,논산시,2020년,12월,41.0
충남,부여군,2018년,01월,24.0
충남,부여군,2018년,02월,22.0
충남,부여군,2018년,03월,17.0
충남,부여군,2018년,04월,17.0
충남,부여군,2018년,05월,41.0
충남,부여군,2018년,06월,24.0
충남,부여군,2018년,07월,17.0
충남,부여군,2018년,08월,19.0
충남,부여군,2018년,09월,29.0
충남,부여군,2018년,10월,30.0
충남,부여군,2018년,11월,25.0
충남,부여군,2018년,12월,18.0
충남,부여군,2019년,01월,22.0
충남,부여군,2019년,02월,13.0
충남,부여군,2019년,03월,17.0
충남,부여군,2019년,04월,16.0
충남,부여군,2019년,05월,19.0
충남,부여군,2019년,06월,29.0
충남,부여군,2019년,07월,28.0
충남,부여군,2019년,08월,17.0
충남,부여군,2019년,09월,21.0
충남,부여군,2019년,10월,37.0
충남,부여군,2019년,11월,37.0
충남,부여군,2019년,12월,22.0
충남,부여군,2020년,01월,17.0
충남,부여군,2020년,02월,22.0
충남,부여군,2020년,03월,24.0
충남,부여군,2020년,04월,12.0
충남,부여군,2020년,05월,27.0
충남,부여군,2020년,06월,19.0
충남,부여군,2020년,07월,31.0
충남,부여군,2020년,08월,24.0
충남,부여군,2020년,09월,20.0
충남,부여군,2020년,10월,37.0
충남,부여군,2020년,11월,26.0
충남,부여군,2020년,12월,26.0
충남,서천군,2018년,01월,36.0
충남,서천군,2018년,02월,15.0
충남,서천군,2018년,03월,49.0
충남,서천군,2018년,04월,30.0
충남,서천군,2018년,05월,40.0
충남,서천군,2018년,06월,33.0
충남,서천군,2018년,07월,56.0
충남,서천군,2018년,08월,43.0
충남,서천군,2018년,09월,53.0
충남,서천군,2018년,10월,61.0
충남,서천군,2018년,11월,60.0
충남,서천군,2018년,12월,39.0
충남,서천군,2019년,01월,33.0
충남,서천군,2019년,02월,26.0
충남,서천군,2019년,03월,33.0
충남,서천군,2019년,04월,33.0
충남,서천군,2019년,05월,40.0
충남,서천군,2019년,06월,53.0
충남,서천군,2019년,07월,43.0
충남,서천군,2019년,08월,37.0
충남,서천군,2019년,09월,45.0
충남,서천군,2019년,10월,32.0
충남,서천군,2019년,11월,55.0
충남,서천군,2019년,12월,32.0
충남,서천군,2020년,01월,37.0
충남,서천군,2020년,02월,18.0
충남,서천군,2020년,03월,24.0
충남,서천군,2020년,04월,46.0
충남,서천군,2020년,05월,37.0
충남,서천군,2020년,06월,38.0
충남,서천군,2020년,07월,26.0
충남,서천군,2020년,08월,31.0
충남,서천군,2020년,09월,27.0
충남,서천군,2020년,10월,52.0
충남,서천군,2020년,11월,49.0
충남,서천군,2020년,12월,31.0
충남,청양군,2018년,01월,14.0
충남,청양군,2018년,02월,20.0
충남,청양군,2018년,03월,18.0
충남,청양군,2018년,04월,16.0
충남,청양군,2018년,05월,29.0
충남,청양군,2018년,06월,21.0
충남,청양군,2018년,07월,19.0
충남,청양군,2018년,08월,21.0
충남,청양군,2018년,09월,30.0
충남,청양군,2018년,10월,13.0
충남,청양군,2018년,11월,12.0
충남,청양군,2018년,12월,20.0
충남,청양군,2019년,01월,14.0
충남,청양군,2019년,02월,16.0
충남,청양군,2019년,03월,18.0
충남,청양군,2019년,04월,28.0
충남,청양군,2019년,05월,24.0
충남,청양군,2019년,06월,19.0
충남,청양군,2019년,07월,26.0
충남,청양군,2019년,08월,24.0
충남,청양군,2019년,09월,36.0
충남,청양군,2019년,10월,36.0
충남,청양군,2019년,11월,13.0
충남,청양군,2019년,12월,17.0
충남,청양군,2020년,01월,17.0
충남,청양군,2020년,02월,7.0
충남,청양군,2020년,03월,23.0
충남,청양군,2020년,04월,22.0
충남,청양군,2020년,05월,21.0
충남,청양군,2020년,06월,30.0
충남,청양군,2020년,07월,16.0
충남,청양군,2020년,08월,12.0
충남,청양군,2020년,09월,27.0
충남,청양군,2020년,10월,48.0
충남,청양군,2020년,11월,17.0
충남,청양군,2020년,12월,14.0
충남,홍성군,2018년,01월,26.0
충남,홍성군,2018년,02월,38.0
충남,홍성군,2018년,03월,39.0
충남,홍성군,2018년,04월,29.0
충남,홍성군,2018년,05월,46.0
충남,홍성군,2018년,06월,39.0
충남,홍성군,2018년,07월,37.0
충남,홍성군,2018년,08월,43.0
충남,홍성군,2018년,09월,43.0
충남,홍성군,2018년,10월,67.0
충남,홍성군,2018년,11월,36.0
충남,홍성군,2018년,12월,24.0
충남,홍성군,2019년,01월,11.0
충남,홍성군,2019년,02월,41.0
충남,홍성군,2019년,03월,45.0
충남,홍성군,2019년,04월,40.0
충남,홍성군,2019년,05월,37.0
충남,홍성군,2019년,06월,48.0
충남,홍성군,2019년,07월,39.0
충남,홍성군,2019년,08월,43.0
충남,홍성군,2019년,09월,38.0
충남,홍성군,2019년,10월,51.0
충남,홍성군,2019년,11월,53.0
충남,홍성군,2019년,12월,28.0
충남,홍성군,2020년,01월,34.0
충남,홍성군,2020년,02월,27.0
충남,홍성군,2020년,03월,26.0
충남,홍성군,2020년,04월,34.0
충남,홍성군,2020년,05월,41.0
충남,홍성군,2020년,06월,45.0
충남,홍성군,2020년,07월,34.0
충남,홍성군,2020년,08월,53.0
충남,홍성군,2020년,09월,25.0
충남,홍성군,2020년,10월,42.0
충남,홍성군,2020년,11월,46.0
충남,홍성군,2020년,12월,36.0
충남,예산군,2018년,01월,33.0
충남,예산군,2018년,02월,50.0
충남,예산군,2018년,03월,46.0
충남,예산군,2018년,04월,66.0
충남,예산군,2018년,05월,58.0
충남,예산군,2018년,06월,49.0
충남,예산군,2018년,07월,63.0
충남,예산군,2018년,08월,38.0
충남,예산군,2018년,09월,76.0
충남,예산군,2018년,10월,63.0
충남,예산군,2018년,11월,69.0
충남,예산군,2018년,12월,44.0
충남,예산군,2019년,01월,41.0
충남,예산군,2019년,02월,34.0
충남,예산군,2019년,03월,34.0
충남,예산군,2019년,04월,44.0
충남,예산군,2019년,05월,58.0
충남,예산군,2019년,06월,34.0
충남,예산군,2019년,07월,49.0
충남,예산군,2019년,08월,56.0
충남,예산군,2019년,09월,40.0
충남,예산군,2019년,10월,65.0
충남,예산군,2019년,11월,75.0
충남,예산군,2019년,12월,50.0
충남,예산군,2020년,01월,48.0
충남,예산군,2020년,02월,29.0
충남,예산군,2020년,03월,41.0
충남,예산군,2020년,04월,40.0
충남,예산군,2020년,05월,59.0
충남,예산군,2020년,06월,56.0
충남,예산군,2020년,07월,42.0
충남,예산군,2020년,08월,54.0
충남,예산군,2020년,09월,56.0
충남,예산군,2020년,10월,63.0
충남,예산군,2020년,11월,33.0
충남,예산군,2020년,12월,34.0
충남,당진시,2018년,01월,61.0
충남,당진시,2018년,02월,77.0
충남,당진시,2018년,03월,136.0
충남,당진시,2018년,04월,113.0
충남,당진시,2018년,05월,122.0
충남,당진시,2018년,06월,114.0
충남,당진시,2018년,07월,104.0
충남,당진시,2018년,08월,123.0
충남,당진시,2018년,09월,109.0
충남,당진시,2018년,10월,122.0
충남,당진시,2018년,11월,118.0
충남,당진시,2018년,12월,120.0
충남,당진시,2019년,01월,67.0
충남,당진시,2019년,02월,81.0
충남,당진시,2019년,03월,77.0
충남,당진시,2019년,04월,89.0
충남,당진시,2019년,05월,109.0
충남,당진시,2019년,06월,110.0
충남,당진시,2019년,07월,98.0
충남,당진시,2019년,08월,101.0
충남,당진시,2019년,09월,108.0
충남,당진시,2019년,10월,104.0
충남,당진시,2019년,11월,106.0
충남,당진시,2019년,12월,157.0
충남,당진시,2020년,01월,112.0
충남,당진시,2020년,02월,85.0
충남,당진시,2020년,03월,69.0
충남,당진시,2020년,04월,105.0
충남,당진시,2020년,05월,114.0
충남,당진시,2020년,06월,96.0
충남,당진시,2020년,07월,84.0
충남,당진시,2020년,08월,113.0
충남,당진시,2020년,09월,115.0
충남,당진시,2020년,10월,129.0
충남,당진시,2020년,11월,80.0
