시도,시군구,연도,월,부상자수
인천,미추홀구,2019년,10월,138.0
인천,미추홀구,2019년,11월,148.0
인천,미추홀구,2019년,12월,147.0
인천,미추홀구,2020년,01월,132.0
인천,미추홀구,2020년,02월,145.0
인천,미추홀구,2020년,03월,105.0
인천,미추홀구,2020년,04월,109.0
인천,미추홀구,2020년,05월,117.0
인천,미추홀구,2020년,06월,137.0
인천,미추홀구,2020년,07월,135.0
인천,미추홀구,2020년,08월,145.0
인천,미추홀구,2020년,09월,110.0
인천,미추홀구,2020년,10월,144.0
인천,미추홀구,2020년,11월,131.0
인천,미추홀구,2020년,12월,144.0
인천,부평구,2018년,01월,168.0
인천,부평구,2018년,02월,177.0
인천,부평구,2018년,03월,143.0
인천,부평구,2018년,04월,138.0
인천,부평구,2018년,05월,128.0
인천,부평구,2018년,06월,115.0
인천,부평구,2018년,07월,135.0
인천,부평구,2018년,08월,98.0
인천,부평구,2018년,09월,113.0
인천,부평구,2018년,10월,113.0
인천,부평구,2018년,11월,141.0
인천,부평구,2018년,12월,116.0
인천,부평구,2019년,01월,121.0
인천,부평구,2019년,02월,99.0
인천,부평구,2019년,03월,157.0
인천,부평구,2019년,04월,156.0
인천,부평구,2019년,05월,130.0
인천,부평구,2019년,06월,115.0
인천,부평구,2019년,07월,153.0
인천,부평구,2019년,08월,157.0
인천,부평구,2019년,09월,153.0
인천,부평구,2019년,10월,163.0
인천,부평구,2019년,11월,149.0
인천,부평구,2019년,12월,156.0
인천,부평구,2020년,01월,127.0
인천,부평구,2020년,02월,166.0
인천,부평구,2020년,03월,133.0
인천,부평구,2020년,04월,148.0
인천,부평구,2020년,05월,186.0
인천,부평구,2020년,06월,154.0
인천,부평구,2020년,07월,143.0
인천,부평구,2020년,08월,186.0
인천,부평구,2020년,09월,156.0
인천,부평구,2020년,10월,172.0
인천,부평구,2020년,11월,185.0
인천,부평구,2020년,12월,147.0
인천,남동구,2018년,01월,213.0
인천,남동구,2018년,02월,235.0
인천,남동구,2018년,03월,180.0
인천,남동구,2018년,04월,188.0
인천,남동구,2018년,05월,214.0
인천,남동구,2018년,06월,229.0
인천,남동구,2018년,07월,199.0
인천,남동구,2018년,08월,197.0
인천,남동구,2018년,09월,252.0
인천,남동구,2018년,10월,222.0
인천,남동구,2018년,11월,177.0
인천,남동구,2018년,12월,203.0
인천,남동구,2019년,01월,171.0
인천,남동구,2019년,02월,221.0
인천,남동구,2019년,03월,227.0
인천,남동구,2019년,04월,253.0
인천,남동구,2019년,05월,242.0
인천,남동구,2019년,06월,224.0
인천,남동구,2019년,07월,241.0
인천,남동구,2019년,08월,251.0
인천,남동구,2019년,09월,221.0
인천,남동구,2019년,10월,221.0
인천,남동구,2019년,11월,267.0
인천,남동구,2019년,12월,208.0
인천,남동구,2020년,01월,203.0
인천,남동구,2020년,02월,250.0
인천,남동구,2020년,03월,168.0
인천,남동구,2020년,04월,217.0
인천,남동구,2020년,05월,265.0
인천,남동구,2020년,06월,232.0
인천,남동구,2020년,07월,244.0
인천,남동구,2020년,08월,244.0
인천,남동구,2020년,09월,220.0
인천,남동구,2020년,10월,214.0
인천,남동구,2020년,11월,225.0
인천,남동구,2020년,12월,167.0
인천,서구,2018년,01월,178.0
인천,서구,2018년,02월,167.0
인천,서구,2018년,03월,155.0
인천,서구,2018년,04월,138.0
인천,서구,2018년,05월,150.0
인천,서구,2018년,06월,141.0
인천,서구,2018년,07월,140.0
인천,서구,2018년,08월,162.0
인천,서구,2018년,09월,161.0
인천,서구,2018년,10월,147.0
인천,서구,2018년,11월,126.0
인천,서구,2018년,12월,158.0
인천,서구,2019년,01월,121.0
인천,서구,2019년,02월,129.0
인천,서구,2019년,03월,149.0
인천,서구,2019년,04월,191.0
인천,서구,2019년,05월,220.0
인천,서구,2019년,06월,173.0
인천,서구,2019년,07월,238.0
인천,서구,2019년,08월,224.0
인천,서구,2019년,09월,185.0
인천,서구,2019년,10월,268.0
인천,서구,2019년,11월,243.0
인천,서구,2019년,12월,265.0
인천,서구,2020년,01월,198.0
인천,서구,2020년,02월,205.0
인천,서구,2020년,03월,169.0
인천,서구,2020년,04월,172.0
인천,서구,2020년,05월,200.0
인천,서구,2020년,06월,182.0
인천,서구,2020년,07월,235.0
인천,서구,2020년,08월,185.0
인천,서구,2020년,09월,229.0
인천,서구,2020년,10월,197.0
인천,서구,2020년,11월,235.0
인천,서구,2020년,12월,187.0
인천,연수구,2018년,01월,74.0
인천,연수구,2018년,02월,88.0
인천,연수구,2018년,03월,104.0
인천,연수구,2018년,04월,92.0
인천,연수구,2018년,05월,84.0
인천,연수구,2018년,06월,60.0
인천,연수구,2018년,07월,72.0
인천,연수구,2018년,08월,83.0
인천,연수구,2018년,09월,89.0
인천,연수구,2018년,10월,82.0
인천,연수구,2018년,11월,73.0
인천,연수구,2018년,12월,77.0
인천,연수구,2019년,01월,57.0
인천,연수구,2019년,02월,43.0
인천,연수구,2019년,03월,79.0
인천,연수구,2019년,04월,85.0
인천,연수구,2019년,05월,93.0
인천,연수구,2019년,06월,83.0
인천,연수구,2019년,07월,67.0
인천,연수구,2019년,08월,72.0
인천,연수구,2019년,09월,104.0
인천,연수구,2019년,10월,87.0
인천,연수구,2019년,11월,103.0
인천,연수구,2019년,12월,82.0
인천,연수구,2020년,01월,65.0
인천,연수구,2020년,02월,90.0
인천,연수구,2020년,03월,57.0
인천,연수구,2020년,04월,83.0
인천,연수구,2020년,05월,92.0
인천,연수구,2020년,06월,79.0
인천,연수구,2020년,07월,103.0
인천,연수구,2020년,08월,54.0
인천,연수구,2020년,09월,81.0
인천,연수구,2020년,10월,61.0
인천,연수구,2020년,11월,83.0
인천,연수구,2020년,12월,84.0
인천,계양구,2018년,01월,100.0
인천,계양구,2018년,02월,104.0
인천,계양구,2018년,03월,75.0
인천,계양구,2018년,04월,105.0
인천,계양구,2018년,05월,103.0
인천,계양구,2018년,06월,88.0
인천,계양구,2018년,07월,96.0
인천,계양구,2018년,08월,95.0
인천,계양구,2018년,09월,83.0
인천,계양구,2018년,10월,121.0
인천,계양구,2018년,11월,85.0
인천,계양구,2018년,12월,80.0
인천,계양구,2019년,01월,80.0
인천,계양구,2019년,02월,79.0
인천,계양구,2019년,03월,94.0
인천,계양구,2019년,04월,85.0
인천,계양구,2019년,05월,108.0
인천,계양구,2019년,06월,107.0
인천,계양구,2019년,07월,102.0
인천,계양구,2019년,08월,82.0
인천,계양구,2019년,09월,89.0
인천,계양구,2019년,10월,116.0
인천,계양구,2019년,11월,134.0
인천,계양구,2019년,12월,114.0
인천,계양구,2020년,01월,92.0
인천,계양구,2020년,02월,107.0
인천,계양구,2020년,03월,117.0
인천,계양구,2020년,04월,122.0
인천,계양구,2020년,05월,118.0
인천,계양구,2020년,06월,116.0
인천,계양구,2020년,07월,103.0
인천,계양구,2020년,08월,111.0
인천,계양구,2020년,09월,71.0
인천,계양구,2020년,10월,98.0
인천,계양구,2020년,11월,106.0
인천,계양구,2020년,12월,89.0
인천,강화군,2018년,01월,20.0
인천,강화군,2018년,02월,11.0
인천,강화군,2018년,03월,28.0
인천,강화군,2018년,04월,21.0
인천,강화군,2018년,05월,29.0
인천,강화군,2018년,06월,16.0
인천,강화군,2018년,07월,41.0
인천,강화군,2018년,08월,33.0
인천,강화군,2018년,09월,30.0
인천,강화군,2018년,10월,36.0
인천,강화군,2018년,11월,22.0
인천,강화군,2018년,12월,13.0
인천,강화군,2019년,01월,25.0
인천,강화군,2019년,02월,9.0
인천,강화군,2019년,03월,37.0
인천,강화군,2019년,04월,19.0
인천,강화군,2019년,05월,30.0
인천,강화군,2019년,06월,20.0
인천,강화군,2019년,07월,11.0
인천,강화군,2019년,08월,25.0
인천,강화군,2019년,09월,30.0
인천,강화군,2019년,10월,32.0
인천,강화군,2019년,11월,24.0
인천,강화군,2019년,12월,16.0
인천,강화군,2020년,01월,20.0
인천,강화군,2020년,02월,18.0
인천,강화군,2020년,03월,23.0
인천,강화군,2020년,04월,17.0
인천,강화군,2020년,05월,33.0
인천,강화군,2020년,06월,30.0
인천,강화군,2020년,07월,23.0
인천,강화군,2020년,08월,19.0
인천,강화군,2020년,09월,19.0
인천,강화군,2020년,10월,23.0
인천,강화군,2020년,11월,10.0
인천,강화군,2020년,12월,14.0
광주,동구,2018년,01월,34.0
광주,동구,2018년,02월,53.0
광주,동구,2018년,03월,58.0
광주,동구,2018년,04월,60.0
광주,동구,2018년,05월,65.0
광주,동구,2018년,06월,95.0
광주,동구,2018년,07월,53.0
광주,동구,2018년,08월,64.0
광주,동구,2018년,09월,59.0
광주,동구,2018년,10월,65.0
광주,동구,2018년,11월,99.0
광주,동구,2018년,12월,62.0
광주,동구,2019년,01월,64.0
광주,동구,2019년,02월,68.0
광주,동구,2019년,03월,64.0
광주,동구,2019년,04월,77.0
광주,동구,2019년,05월,70.0
광주,동구,2019년,06월,80.0
광주,동구,2019년,07월,82.0
광주,동구,2019년,08월,79.0
광주,동구,2019년,09월,78.0
광주,동구,2019년,10월,80.0
광주,동구,2019년,11월,102.0
광주,동구,2019년,12월,89.0
광주,동구,2020년,01월,79.0
광주,동구,2020년,02월,59.0
광주,동구,2020년,03월,60.0
광주,동구,2020년,04월,56.0
광주,동구,2020년,05월,81.0
광주,동구,2020년,06월,64.0
광주,동구,2020년,07월,46.0
광주,동구,2020년,08월,51.0
광주,동구,2020년,09월,68.0
광주,동구,2020년,10월,67.0
광주,동구,2020년,11월,56.0
광주,동구,2020년,12월,91.0
광주,서구,2018년,01월,271.0
광주,서구,2018년,02월,230.0
광주,서구,2018년,03월,288.0
광주,서구,2018년,04월,246.0
광주,서구,2018년,05월,272.0
광주,서구,2018년,06월,235.0
광주,서구,2018년,07월,289.0
광주,서구,2018년,08월,259.0
광주,서구,2018년,09월,298.0
광주,서구,2018년,10월,280.0
광주,서구,2018년,11월,226.0
광주,서구,2018년,12월,276.0
광주,서구,2019년,01월,251.0
광주,서구,2019년,02월,226.0
광주,서구,2019년,03월,220.0
광주,서구,2019년,04월,280.0
광주,서구,2019년,05월,338.0
광주,서구,2019년,06월,269.0
광주,서구,2019년,07월,290.0
광주,서구,2019년,08월,279.0
광주,서구,2019년,09월,293.0
광주,서구,2019년,10월,284.0
광주,서구,2019년,11월,374.0
광주,서구,2019년,12월,337.0
광주,서구,2020년,01월,373.0
광주,서구,2020년,02월,260.0
광주,서구,2020년,03월,294.0
광주,서구,2020년,04월,288.0
광주,서구,2020년,05월,286.0
광주,서구,2020년,06월,293.0
광주,서구,2020년,07월,244.0
광주,서구,2020년,08월,250.0
광주,서구,2020년,09월,258.0
광주,서구,2020년,10월,226.0
광주,서구,2020년,11월,233.0
광주,서구,2020년,12월,199.0
광주,북구,2018년,01월,268.0
광주,북구,2018년,02월,231.0
광주,북구,2018년,03월,283.0
광주,북구,2018년,04월,299.0
광주,북구,2018년,05월,330.0
광주,북구,2018년,06월,346.0
광주,북구,2018년,07월,353.0
광주,북구,2018년,08월,308.0
광주,북구,2018년,09월,318.0
광주,북구,2018년,10월,313.0
광주,북구,2018년,11월,316.0
광주,북구,2018년,12월,282.0
광주,북구,2019년,01월,301.0
광주,북구,2019년,02월,242.0
광주,북구,2019년,03월,317.0
광주,북구,2019년,04월,320.0
광주,북구,2019년,05월,299.0
광주,북구,2019년,06월,276.0
광주,북구,2019년,07월,292.0
광주,북구,2019년,08월,364.0
광주,북구,2019년,09월,328.0
광주,북구,2019년,10월,326.0
광주,북구,2019년,11월,380.0
광주,북구,2019년,12월,356.0
광주,북구,2020년,01월,339.0
광주,북구,2020년,02월,272.0
광주,북구,2020년,03월,255.0
광주,북구,2020년,04월,281.0
광주,북구,2020년,05월,310.0
광주,북구,2020년,06월,350.0
광주,북구,2020년,07월,234.0
광주,북구,2020년,08월,276.0
광주,북구,2020년,09월,276.0
광주,북구,2020년,10월,347.0
광주,북구,2020년,11월,315.0
광주,북구,2020년,12월,285.0
광주,광산구,2018년,01월,268.0
광주,광산구,2018년,02월,239.0
광주,광산구,2018년,03월,254.0
광주,광산구,2018년,04월,239.0
광주,광산구,2018년,05월,250.0
광주,광산구,2018년,06월,277.0
광주,광산구,2018년,07월,306.0
광주,광산구,2018년,08월,313.0
광주,광산구,2018년,09월,252.0
광주,광산구,2018년,10월,291.0
광주,광산구,2018년,11월,264.0
광주,광산구,2018년,12월,266.0
광주,광산구,2019년,01월,225.0
광주,광산구,2019년,02월,223.0
광주,광산구,2019년,03월,301.0
광주,광산구,2019년,04월,270.0
광주,광산구,2019년,05월,352.0
광주,광산구,2019년,06월,304.0
광주,광산구,2019년,07월,302.0
광주,광산구,2019년,08월,276.0
광주,광산구,2019년,09월,348.0
광주,광산구,2019년,10월,300.0
광주,광산구,2019년,11월,304.0
광주,광산구,2019년,12월,326.0
광주,광산구,2020년,01월,244.0
광주,광산구,2020년,02월,251.0
광주,광산구,2020년,03월,251.0
광주,광산구,2020년,04월,276.0
광주,광산구,2020년,05월,297.0
광주,광산구,2020년,06월,311.0
광주,광산구,2020년,07월,288.0
광주,광산구,2020년,08월,332.0
광주,광산구,2020년,09월,242.0
광주,광산구,2020년,10월,336.0
광주,광산구,2020년,11월,331.0
광주,광산구,2020년,12월,285.0
광주,남구,2018년,01월,83.0
광주,남구,2018년,02월,77.0
광주,남구,2018년,03월,90.0
광주,남구,2018년,04월,96.0
광주,남구,2018년,05월,93.0
광주,남구,2018년,06월,106.0
광주,남구,2018년,07월,92.0
광주,남구,2018년,08월,120.0
광주,남구,2018년,09월,82.0
광주,남구,2018년,10월,104.0
광주,남구,2018년,11월,104.0
광주,남구,2018년,12월,127.0
광주,남구,2019년,01월,69.0
광주,남구,2019년,02월,99.0
광주,남구,2019년,03월,103.0
광주,남구,2019년,04월,140.0
광주,남구,2019년,05월,150.0
광주,남구,2019년,06월,95.0
광주,남구,2019년,07월,111.0
광주,남구,2019년,08월,102.0
광주,남구,2019년,09월,131.0
광주,남구,2019년,10월,132.0
광주,남구,2019년,11월,129.0
광주,남구,2019년,12월,109.0
광주,남구,2020년,01월,109.0
광주,남구,2020년,02월,95.0
광주,남구,2020년,03월,104.0
광주,남구,2020년,04월,88.0
광주,남구,2020년,05월,109.0
광주,남구,2020년,06월,144.0
광주,남구,2020년,07월,118.0
광주,남구,2020년,08월,110.0
광주,남구,2020년,09월,98.0
광주,남구,2020년,10월,141.0
광주,남구,2020년,11월,98.0
광주,남구,2020년,12월,113.0
대전,동구,2018년,01월,114.0
대전,동구,2018년,02월,91.0
대전,동구,2018년,03월,138.0
대전,동구,2018년,04월,138.0
대전,동구,2018년,05월,159.0
대전,동구,2018년,06월,203.0
대전,동구,2018년,07월,140.0
대전,동구,2018년,08월,167.0
대전,동구,2018년,09월,160.0
대전,동구,2018년,10월,188.0
대전,동구,2018년,11월,142.0
대전,동구,2018년,12월,171.0
대전,동구,2019년,01월,159.0
대전,동구,2019년,02월,135.0
대전,동구,2019년,03월,156.0
대전,동구,2019년,04월,166.0
대전,동구,2019년,05월,234.0
대전,동구,2019년,06월,166.0
대전,동구,2019년,07월,203.0
대전,동구,2019년,08월,169.0
대전,동구,2019년,09월,154.0
대전,동구,2019년,10월,243.0
대전,동구,2019년,11월,188.0
대전,동구,2019년,12월,189.0
대전,동구,2020년,01월,154.0
대전,동구,2020년,02월,158.0
대전,동구,2020년,03월,130.0
대전,동구,2020년,04월,133.0
대전,동구,2020년,05월,131.0
대전,동구,2020년,06월,148.0
대전,동구,2020년,07월,115.0
대전,동구,2020년,08월,152.0
대전,동구,2020년,09월,137.0
대전,동구,2020년,10월,129.0
대전,동구,2020년,11월,147.0
대전,동구,2020년,12월,99.0
대전,중구,2018년,01월,123.0
대전,중구,2018년,02월,113.0
대전,중구,2018년,03월,129.0
대전,중구,2018년,04월,129.0
대전,중구,2018년,05월,126.0
대전,중구,2018년,06월,127.0
대전,중구,2018년,07월,126.0
대전,중구,2018년,08월,157.0
대전,중구,2018년,09월,184.0
대전,중구,2018년,10월,148.0
대전,중구,2018년,11월,158.0
대전,중구,2018년,12월,137.0
대전,중구,2019년,01월,134.0
대전,중구,2019년,02월,150.0
대전,중구,2019년,03월,155.0
대전,중구,2019년,04월,153.0
대전,중구,2019년,05월,204.0
대전,중구,2019년,06월,160.0
대전,중구,2019년,07월,180.0
대전,중구,2019년,08월,178.0
대전,중구,2019년,09월,172.0
대전,중구,2019년,10월,219.0
대전,중구,2019년,11월,150.0
대전,중구,2019년,12월,167.0
대전,중구,2020년,01월,144.0
대전,중구,2020년,02월,141.0
대전,중구,2020년,03월,119.0
대전,중구,2020년,04월,157.0
대전,중구,2020년,05월,184.0
대전,중구,2020년,06월,166.0
대전,중구,2020년,07월,158.0
대전,중구,2020년,08월,130.0
대전,중구,2020년,09월,173.0
대전,중구,2020년,10월,138.0
대전,중구,2020년,11월,133.0
대전,중구,2020년,12월,138.0
대전,서구,2018년,01월,275.0
대전,서구,2018년,02월,292.0
대전,서구,2018년,03월,259.0
대전,서구,2018년,04월,271.0
대전,서구,2018년,05월,259.0
대전,서구,2018년,06월,287.0
대전,서구,2018년,07월,324.0
대전,서구,2018년,08월,307.0
대전,서구,2018년,09월,265.0
대전,서구,2018년,10월,289.0
대전,서구,2018년,11월,340.0
대전,서구,2018년,12월,308.0
대전,서구,2019년,01월,316.0
대전,서구,2019년,02월,323.0
대전,서구,2019년,03월,352.0
대전,서구,2019년,04월,357.0
대전,서구,2019년,05월,349.0
대전,서구,2019년,06월,373.0
대전,서구,2019년,07월,340.0
대전,서구,2019년,08월,361.0
대전,서구,2019년,09월,348.0
대전,서구,2019년,10월,325.0
대전,서구,2019년,11월,355.0
대전,서구,2019년,12월,297.0
대전,서구,2020년,01월,233.0
대전,서구,2020년,02월,287.0
대전,서구,2020년,03월,230.0
대전,서구,2020년,04월,266.0
대전,서구,2020년,05월,299.0
대전,서구,2020년,06월,306.0
대전,서구,2020년,07월,333.0
대전,서구,2020년,08월,270.0
대전,서구,2020년,09월,304.0
대전,서구,2020년,10월,346.0
대전,서구,2020년,11월,321.0
대전,서구,2020년,12월,257.0
대전,유성구,2018년,01월,192.0
대전,유성구,2018년,02월,286.0
대전,유성구,2018년,03월,263.0
대전,유성구,2018년,04월,245.0
대전,유성구,2018년,05월,279.0
대전,유성구,2018년,06월,278.0
대전,유성구,2018년,07월,260.0
대전,유성구,2018년,08월,268.0
대전,유성구,2018년,09월,234.0
대전,유성구,2018년,10월,299.0
대전,유성구,2018년,11월,288.0
대전,유성구,2018년,12월,309.0
대전,유성구,2019년,01월,221.0
대전,유성구,2019년,02월,181.0
대전,유성구,2019년,03월,257.0
대전,유성구,2019년,04월,244.0
대전,유성구,2019년,05월,267.0
대전,유성구,2019년,06월,264.0
대전,유성구,2019년,07월,223.0
대전,유성구,2019년,08월,322.0
대전,유성구,2019년,09월,262.0
대전,유성구,2019년,10월,310.0
대전,유성구,2019년,11월,321.0
대전,유성구,2019년,12월,289.0
대전,유성구,2020년,01월,243.0
대전,유성구,2020년,02월,179.0
대전,유성구,2020년,03월,221.0
대전,유성구,2020년,04월,248.0
대전,유성구,2020년,05월,247.0
대전,유성구,2020년,06월,216.0
대전,유성구,2020년,07월,220.0
대전,유성구,2020년,08월,189.0
대전,유성구,2020년,09월,223.0
대전,유성구,2020년,10월,218.0
대전,유성구,2020년,11월,290.0
대전,유성구,2020년,12월,228.0
대전,대덕구,2018년,01월,101.0
대전,대덕구,2018년,02월,100.0
대전,대덕구,2018년,03월,112.0
대전,대덕구,2018년,04월,94.0
대전,대덕구,2018년,05월,117.0
대전,대덕구,2018년,06월,141.0
대전,대덕구,2018년,07월,92.0
대전,대덕구,2018년,08월,123.0
대전,대덕구,2018년,09월,99.0
대전,대덕구,2018년,10월,104.0
대전,대덕구,2018년,11월,140.0
대전,대덕구,2018년,12월,64.0
대전,대덕구,2019년,01월,87.0
대전,대덕구,2019년,02월,98.0
대전,대덕구,2019년,03월,86.0
대전,대덕구,2019년,04월,109.0
대전,대덕구,2019년,05월,162.0
대전,대덕구,2019년,06월,74.0
대전,대덕구,2019년,07월,108.0
대전,대덕구,2019년,08월,108.0
대전,대덕구,2019년,09월,92.0
대전,대덕구,2019년,10월,109.0
대전,대덕구,2019년,11월,82.0
대전,대덕구,2019년,12월,93.0
대전,대덕구,2020년,01월,92.0
대전,대덕구,2020년,02월,111.0
대전,대덕구,2020년,03월,82.0
대전,대덕구,2020년,04월,64.0
대전,대덕구,2020년,05월,93.0
대전,대덕구,2020년,06월,71.0
대전,대덕구,2020년,07월,82.0
대전,대덕구,2020년,08월,99.0
대전,대덕구,2020년,09월,90.0
대전,대덕구,2020년,10월,92.0
대전,대덕구,2020년,11월,91.0
대전,대덕구,2020년,12월,81.0
울산,중구,2018년,01월,92.0
울산,중구,2018년,02월,74.0
울산,중구,2018년,03월,98.0
울산,중구,2018년,04월,123.0
울산,중구,2018년,05월,90.0
울산,중구,2018년,06월,113.0
울산,중구,2018년,07월,79.0
울산,중구,2018년,08월,71.0
울산,중구,2018년,09월,93.0
울산,중구,2018년,10월,96.0
울산,중구,2018년,11월,87.0
울산,중구,2018년,12월,64.0
울산,중구,2019년,01월,59.0
울산,중구,2019년,02월,92.0
울산,중구,2019년,03월,56.0
울산,중구,2019년,04월,81.0
울산,중구,2019년,05월,98.0
울산,중구,2019년,06월,99.0
울산,중구,2019년,07월,97.0
울산,중구,2019년,08월,107.0
울산,중구,2019년,09월,112.0
울산,중구,2019년,10월,90.0
울산,중구,2019년,11월,104.0
울산,중구,2019년,12월,81.0
울산,중구,2020년,01월,55.0
울산,중구,2020년,02월,80.0
울산,중구,2020년,03월,62.0
울산,중구,2020년,04월,67.0
울산,중구,2020년,05월,59.0
울산,중구,2020년,06월,111.0
울산,중구,2020년,07월,63.0
울산,중구,2020년,08월,82.0
울산,중구,2020년,09월,56.0
울산,중구,2020년,10월,86.0
울산,중구,2020년,11월,66.0
울산,중구,2020년,12월,60.0
울산,남구,2018년,01월,179.0
울산,남구,2018년,02월,146.0
울산,남구,2018년,03월,122.0
울산,남구,2018년,04월,128.0
울산,남구,2018년,05월,171.0
울산,남구,2018년,06월,139.0
울산,남구,2018년,07월,129.0
울산,남구,2018년,08월,121.0
울산,남구,2018년,09월,157.0
울산,남구,2018년,10월,178.0
울산,남구,2018년,11월,139.0
울산,남구,2018년,12월,148.0
울산,남구,2019년,01월,124.0
울산,남구,2019년,02월,110.0
울산,남구,2019년,03월,145.0
울산,남구,2019년,04월,167.0
울산,남구,2019년,05월,174.0
울산,남구,2019년,06월,144.0
울산,남구,2019년,07월,206.0
울산,남구,2019년,08월,170.0
울산,남구,2019년,09월,165.0
울산,남구,2019년,10월,177.0
울산,남구,2019년,11월,179.0
울산,남구,2019년,12월,164.0
울산,남구,2020년,01월,155.0
울산,남구,2020년,02월,127.0
울산,남구,2020년,03월,148.0
울산,남구,2020년,04월,115.0
울산,남구,2020년,05월,134.0
울산,남구,2020년,06월,151.0
울산,남구,2020년,07월,176.0
울산,남구,2020년,08월,146.0
울산,남구,2020년,09월,150.0
울산,남구,2020년,10월,162.0
울산,남구,2020년,11월,148.0
울산,남구,2020년,12월,132.0
울산,동구,2018년,01월,58.0
울산,동구,2018년,02월,57.0
울산,동구,2018년,03월,68.0
울산,동구,2018년,04월,51.0
울산,동구,2018년,05월,37.0
울산,동구,2018년,06월,53.0
울산,동구,2018년,07월,39.0
울산,동구,2018년,08월,53.0
울산,동구,2018년,09월,52.0
울산,동구,2018년,10월,60.0
울산,동구,2018년,11월,54.0
울산,동구,2018년,12월,59.0
울산,동구,2019년,01월,51.0
울산,동구,2019년,02월,57.0
울산,동구,2019년,03월,55.0
울산,동구,2019년,04월,64.0
울산,동구,2019년,05월,81.0
울산,동구,2019년,06월,62.0
울산,동구,2019년,07월,61.0
울산,동구,2019년,08월,74.0
울산,동구,2019년,09월,72.0
울산,동구,2019년,10월,74.0
울산,동구,2019년,11월,78.0
울산,동구,2019년,12월,88.0
울산,동구,2020년,01월,59.0
울산,동구,2020년,02월,47.0
울산,동구,2020년,03월,37.0
울산,동구,2020년,04월,71.0
울산,동구,2020년,05월,59.0
울산,동구,2020년,06월,55.0
울산,동구,2020년,07월,52.0
울산,동구,2020년,08월,82.0
울산,동구,2020년,09월,52.0
울산,동구,2020년,10월,62.0
울산,동구,2020년,11월,87.0
울산,동구,2020년,12월,58.0
울산,북구,2018년,01월,60.0
울산,북구,2018년,02월,45.0
울산,북구,2018년,03월,76.0
울산,북구,2018년,04월,112.0
울산,북구,2018년,05월,71.0
울산,북구,2018년,06월,72.0
울산,북구,2018년,07월,79.0
울산,북구,2018년,08월,108.0
울산,북구,2018년,09월,68.0
울산,북구,2018년,10월,130.0
울산,북구,2018년,11월,90.0
울산,북구,2018년,12월,80.0
울산,북구,2019년,01월,69.0
울산,북구,2019년,02월,68.0
울산,북구,2019년,03월,85.0
울산,북구,2019년,04월,96.0
울산,북구,2019년,05월,82.0
울산,북구,2019년,06월,123.0
울산,북구,2019년,07월,84.0
울산,북구,2019년,08월,95.0
울산,북구,2019년,09월,63.0
울산,북구,2019년,10월,92.0
울산,북구,2019년,11월,114.0
울산,북구,2019년,12월,139.0
울산,북구,2020년,01월,95.0
울산,북구,2020년,02월,88.0
울산,북구,2020년,03월,81.0
울산,북구,2020년,04월,101.0
울산,북구,2020년,05월,62.0
울산,북구,2020년,06월,93.0
울산,북구,2020년,07월,73.0
울산,북구,2020년,08월,69.0
울산,북구,2020년,09월,87.0
울산,북구,2020년,10월,90.0
울산,북구,2020년,11월,115.0
울산,북구,2020년,12월,85.0
울산,울주군,2018년,01월,72.0
울산,울주군,2018년,02월,123.0
울산,울주군,2018년,03월,104.0
울산,울주군,2018년,04월,104.0
울산,울주군,2018년,05월,91.0
울산,울주군,2018년,06월,99.0
울산,울주군,2018년,07월,109.0
울산,울주군,2018년,08월,112.0
울산,울주군,2018년,09월,122.0
울산,울주군,2018년,10월,131.0
울산,울주군,2018년,11월,125.0
울산,울주군,2018년,12월,116.0
울산,울주군,2019년,01월,98.0
울산,울주군,2019년,02월,65.0
울산,울주군,2019년,03월,113.0
울산,울주군,2019년,04월,113.0
울산,울주군,2019년,05월,152.0
울산,울주군,2019년,06월,127.0
울산,울주군,2019년,07월,118.0
울산,울주군,2019년,08월,109.0
울산,울주군,2019년,09월,113.0
울산,울주군,2019년,10월,130.0
울산,울주군,2019년,11월,104.0
울산,울주군,2019년,12월,131.0
울산,울주군,2020년,01월,96.0
울산,울주군,2020년,02월,68.0
울산,울주군,2020년,03월,76.0
울산,울주군,2020년,04월,94.0
울산,울주군,2020년,05월,90.0
울산,울주군,2020년,06월,81.0
울산,울주군,2020년,07월,103.0
울산,울주군,2020년,08월,123.0
울산,울주군,2020년,09월,89.0
울산,울주군,2020년,10월,85.0
울산,울주군,2020년,11월,96.0
울산,울주군,2020년,12월,92.0
세종,세종시,2018년,01월,88.0
세종,세종시,2018년,02월,115.0
세종,세종시,2018년,03월,106.0
세종,세종시,2018년,04월,112.0
세종,세종시,2018년,05월,120.0
세종,세종시,2018년,06월,106.0
세종,세종시,2018년,07월,85.0
세종,세종시,2018년,08월,85.0
세종,세종시,2018년,09월,61.0
세종,세종시,2018년,10월,90.0
세종,세종시,2018년,11월,91.0
세종,세종시,2018년,12월,83.0
세종,세종시,2019년,01월,90.0
세종,세종시,2019년,02월,94.0
세종,세종시,2019년,03월,106.0
세종,세종시,2019년,04월,115.0
세종,세종시,2019년,05월,99.0
세종,세종시,2019년,06월,101.0
세종,세종시,2019년,07월,122.0
세종,세종시,2019년,08월,115.0
세종,세종시,2019년,09월,115.0
세종,세종시,2019년,10월,130.0
세종,세종시,2019년,11월,107.0
세종,세종시,2019년,12월,107.0
세종,세종시,2020년,01월,109.0
세종,세종시,2020년,02월,84.0
